batch,2pfrdcbv - Epoch-avg,1vlwdpaf - Epoch-avg,3q5r1k4c - Epoch-avg,2ou7x7rk - Epoch-avg,2of8vzop - Epoch-avg,znl3k74z - Epoch-avg,dqa3ciqr - Epoch-avg,38tl42kk - Epoch-avg,3bpfsd8d - Epoch-avg,crmenqdd - Epoch-avg,wkv86ypm - Epoch-avg,cbcew5d9 - Epoch-avg,1kjkg864 - Epoch-avg,21lmx0bg - Epoch-avg,1wdqz6bc - Epoch-avg,23goukka - Epoch-avg,ur7wlzu9 - Epoch-avg,44b0bp7u - Epoch-avg,23xz4hxx - Epoch-avg,2rpe846y - Epoch-avg,2a1um07g - Epoch-avg,38ivexlk - Epoch-avg,6f7b1xzy - Epoch-avg,310hojhb - Epoch-avg,35lb2llj - Epoch-avg,1zvhc3c0 - Epoch-avg,13yoh3y3 - Epoch-avg,174wdx2b - Epoch-avg,21uke5qo - Epoch-avg,4gu1xe65 - Epoch-avg
214,-325.6551196,-1305.908102,-1065.963402,-1118.487228,-572.9039226,-650.1436617,-692.3555285,-390.4867627,-937.0376988,-1057.187366,-1209.522659,-1639.390902,-1078.794482,-163.8266085,-1219.635639,-602.0679129,-1283.549475,-1315.264536,-590.5201882,-1465.104661,-991.4019621,-1501.197644,-564.1287504,-885.0129567,-519.5440271,-301.7793182,-225.9292125,-548.589594,-956.7625454,-421.4684047
215,-533.6890527,-1338.247445,-1224.640754,-1308.611254,-734.0670337,-653.7660553,-795.3074314,-186.1392239,-1169.644623,-1028.38147,-1055.980888,-1507.227594,-716.2721031,-253.01693,-1070.320463,-318.643565,-1524.08983,-1247.689388,-527.198908,-1327.599154,-949.7102066,-1406.931056,-583.4192257,-848.3307175,-662.9156682,-513.7105359,-595.5246226,-878.3483,-1131.076227,-598.2636469
216,-645.0722085,-1406.86772,-1293.888489,-1117.791985,-535.2108349,-421.215258,-621.8604438,-63.82496783,-949.0839901,-1232.661247,-1023.256609,-1372.071654,-1149.203307,-231.483409,-700.4031428,-495.3744101,-1491.100104,-1405.094868,-387.0055403,-1403.95811,-773.9377381,-1539.020741,-607.959233,-809.8688997,-191.9614978,-926.199728,-618.8608551,-552.7563151,-1009.778202,-654.1659502
217,-400.8715979,-1448.717538,-973.3082486,-1407.366358,-570.0282914,-270.7302342,-348.8620577,-514.5247789,-852.8142018,-1009.302869,-780.9491188,-1264.574881,-818.0878808,-131.9466189,-948.5724211,-526.2901452,-1470.290805,-1191.944328,-718.8116503,-1501.620192,-1178.089012,-1503.469518,-598.8990622,-609.9320694,-328.5426417,-241.7027678,-597.665809,-471.9944421,-1054.576388,-823.2855441
218,-562.7282829,-1070.306974,-1192.706238,-1300.728752,-270.0029536,-393.0157387,-766.3408197,-284.1299958,-661.1472898,-1301.412667,-971.5739136,-1497.296135,-814.0044629,-125.0557185,-794.6699041,-448.9613447,-1523.27008,-1022.873647,-649.8848909,-1448.993524,-940.7403348,-1458.268655,-569.9688474,-858.5123372,-321.8132182,-667.7060235,-637.8836394,-636.1808993,-1003.061824,-991.0100273
219,-466.0900748,-1365.926223,-1136.380774,-1273.266485,-167.0499874,-467.591217,-329.3972087,-349.748095,-963.7203028,-1279.293492,-1370.104445,-1519.815458,-747.3531492,-285.240676,-867.9042183,-376.086112,-1257.40307,-1062.48987,-881.6846828,-1376.695763,-1291.524007,-1389.35277,-620.2336707,-845.9181511,-405.8787777,-451.8223876,-389.2454829,-678.3829532,-856.9801972,-968.1976027
220,-392.7022635,-1056.810242,-1052.97903,-1173.276333,-324.4386169,-249.5597032,-505.7689419,-324.1087796,-940.6989956,-787.2143186,-1244.485021,-1519.110627,-1026.405182,-334.5929884,-830.9522078,-230.6194856,-1558.419426,-1246.0211,-740.1140541,-1450.052068,-992.4135972,-1114.131898,-665.8997564,-816.4092821,-419.2291542,-842.2491259,-528.9719345,-606.0934908,-944.9169079,-972.9576772
221,-305.5219315,-1392.200651,-1242.135016,-1465.371473,-379.6563033,-162.4646223,-172.9361186,-584.2914771,-732.3236199,-957.4950395,-1137.861605,-1244.991567,-838.3498948,-278.9718592,-933.2391698,-318.3952246,-1390.262372,-1100.712077,-736.3188925,-1483.968669,-1023.621356,-1485.598493,-630.5338935,-753.0326663,-753.3412493,-544.3172545,-706.756728,-169.3183784,-963.7953517,-1063.10754
222,-485.8761715,-1142.846736,-1168.933227,-1355.989804,-299.72732,-377.442996,-632.1898952,-706.9679968,-818.0949428,-1128.290912,-1492.269457,-1520.62399,-1007.998846,-228.6814192,-889.3704281,-136.5779082,-1534.685545,-1361.851943,-977.2682485,-1400.015389,-1349.10041,-1437.665011,-721.7272451,-797.6028677,-333.0988809,-1039.6214,-291.3913677,-1315.85943,-1214.848435,-1028.167802
223,-581.3275954,-795.4337761,-1509.551611,-1216.108562,-460.0565611,-479.6887294,-624.2481987,-314.5954811,-739.4971169,-1452.265337,-1086.216849,-1376.738726,-896.8061533,-166.5555558,-872.2482303,-387.4076828,-1563.996401,-1194.920582,-1017.823151,-1498.896265,-1306.179069,-1525.658367,-476.2976051,-628.2905856,-562.5682819,-340.6760375,-674.4182755,-325.441017,-1105.373488,-1029.559909
224,-580.7516259,-882.6686529,-1312.724979,-1262.553781,-1024.231691,-353.2400312,-1087.440985,-535.6660886,-584.1631282,-1312.555075,-1357.733062,-1373.10802,-939.490638,-984.8490835,-983.7255048,-555.1113675,-1121.518411,-1270.420148,-1011.415153,-1599.525411,-979.5817043,-1317.254211,-265.4753332,-630.5126138,-611.2769309,-1001.845626,-503.9611179,-236.2201304,-948.8145948,-1010.077993
225,-361.6508107,-1077.847724,-1338.984138,-1267.013236,-520.7461744,-346.4153443,-744.6512893,-621.9067367,-859.6379766,-1167.863864,-1393.211377,-1535.892847,-756.0964193,-164.7163952,-934.0052263,-516.4490941,-1516.901,-1281.14105,-1084.766656,-1592.476837,-816.336495,-1428.641109,-179.9358279,-722.1606549,-400.8214563,-1010.337069,-702.2908355,-797.6791074,-917.1474863,-899.9255702
226,-585.0175458,-807.488349,-668.5316383,-1307.04777,-592.9991517,-257.8633024,-239.6199144,-474.1604374,-982.8496248,-1436.006316,-719.2030085,-1358.653364,-755.8564214,-963.2948844,-1087.115189,-466.3997053,-1545.607071,-1246.622896,-1009.574608,-1337.105983,-1200.582996,-1464.317402,-277.9769599,-576.1567625,-313.1301228,-875.3499348,-510.5739068,-920.2646752,-1135.301621,-765.5926474
227,-401.7226803,-1293.435183,-1218.797103,-1229.202189,-600.6741408,-405.5969171,-395.1949704,-675.1605906,-685.38155,-1291.349094,-932.1648078,-1653.041061,-1325.826336,-738.0903088,-944.5547229,-428.8994882,-1492.855479,-1243.227936,-815.7075779,-1537.303505,-1081.733527,-1320.791388,-153.6175007,-401.777004,-399.8218675,-786.277797,-975.9490952,-832.180163,-923.1843686,-528.7284148
228,-460.5309886,-1301.111647,-873.1068382,-1436.620348,-512.6575493,-574.020693,-391.3820055,-470.7718336,-641.5793211,-1074.435438,-1374.760844,-1210.905459,-860.2708268,-657.2433384,-886.8045548,-444.8401599,-1277.892535,-1263.653463,-942.1106613,-1377.078108,-1192.699873,-1572.941655,-265.7673377,-221.983838,-376.6996084,-236.0480289,-1089.292539,-712.1473728,-800.2512573,-607.3418766
229,-267.5764032,-1028.472441,-965.1146617,-1357.008829,-202.3148397,-256.3526951,-464.3917048,-548.1874324,-610.2053466,-1018.039975,-759.7528796,-1458.167787,-805.2073534,-592.1971546,-752.7409709,-491.0550885,-1517.45388,-1147.273442,-1049.534568,-1465.104693,-685.4632748,-1183.415322,-407.0204678,-279.9816419,-379.4806656,-485.3730888,-525.0257596,-813.2480422,-860.3189051,-752.6507872
230,-306.7627484,-544.5995348,-487.7264738,-1476.329334,-296.0480913,-199.5674312,-427.5342263,-684.6658392,-556.6862763,-1268.594933,-212.3268276,-1247.285213,-1073.583841,-198.1934713,-1143.885977,-353.26645,-1555.866969,-1295.864968,-1123.596368,-1508.673278,-1360.949513,-1459.21105,-546.345999,-409.8417338,-406.3544043,-920.5170173,-318.4811713,-575.0434328,-869.0491355,-789.8463825
231,-203.061496,-626.2843614,-1562.211862,-1510.684398,-453.6622161,-898.1285759,-1029.51702,-526.5315887,-705.2482822,-607.5251956,-1429.463125,-1422.7125,-875.4691893,-194.476265,-1008.003861,-338.949276,-1345.959046,-1186.366539,-982.4946142,-1562.87279,-1224.947758,-1642.434474,-746.5078889,-226.9880441,-359.4995376,-677.4421411,-329.4248243,-468.2043846,-1283.041838,-518.3922379
232,-551.1205948,-1069.106501,-848.4808814,-1233.465243,-513.7656343,-349.117699,-1007.872832,-683.3448186,-654.6001661,-1285.018177,-1410.983351,-1308.388297,-1109.066625,-164.1482337,-840.2941978,-197.5629381,-1314.027225,-1336.308297,-694.5575387,-1445.136164,-872.6948405,-1215.054527,-460.6849752,-731.3720657,-591.5569507,-851.8678387,-733.7658847,-336.6827638,-1239.860377,-484.9503638
233,-557.8031778,-1184.238268,-907.1131669,-1341.925908,-473.407001,-837.9569139,-1148.81837,-529.5631256,-666.7886764,-689.0271823,-1069.735991,-1303.077204,-1204.394843,-506.8623152,-505.8274218,-409.5609673,-1560.860287,-1285.372302,-807.7013092,-1315.699693,-1011.501246,-1577.873591,-352.4231057,-640.0295964,-261.5917032,-136.0988736,-369.0464265,-551.5925614,-1074.448333,-452.7327714
234,-705.6693835,-1180.886739,-1200.499188,-1563.663712,-232.3927815,-548.8024639,-1000.942158,-329.3298318,-745.2573353,-1152.32003,-1483.195881,-1442.680441,-953.4019958,-194.6095767,-1072.034555,-730.7908349,-1173.703757,-1248.581849,-450.01406,-1335.317726,-578.4602639,-1471.752775,-131.5180443,-393.726838,-964.7361817,-574.0964799,-224.5306374,-521.6896421,-1187.310057,-164.0586619
235,-598.6552892,-1158.650678,-487.359449,-1155.653775,-303.6219548,-456.6958459,-339.6405991,-271.5087891,-943.7303325,-748.3684601,-1229.658126,-1258.470547,-900.0435245,-191.4712684,-841.4284293,-374.2765803,-1519.148975,-1361.202409,-1120.018345,-1560.031158,-1189.21938,-1418.489259,-338.7870296,-539.41697,-449.5541194,-751.5708274,-259.4527433,-478.1006107,-1259.026988,-679.9757398
236,-1053.317946,-1050.21273,-980.5216908,-1560.632065,-323.5620174,-1048.89636,-901.3328849,-386.7800634,-852.6539023,-946.5855642,-1406.007772,-1549.819536,-1106.078864,-198.6050657,-844.6320524,-246.0298513,-1265.18609,-1371.966695,-473.4712419,-1480.56523,-749.7559299,-1316.744178,-250.7609607,-630.705113,-1001.599288,-359.6859746,-173.1977164,-279.7628353,-1142.107043,-191.7602731
237,-464.0845127,-940.4452979,-283.774826,-1265.408513,-296.6382049,-433.3992592,-888.4269353,-627.9190562,-960.4204828,-405.4081667,-1378.978722,-1611.850737,-963.2561311,-426.6981543,-803.0862999,-281.0055155,-1462.375259,-1259.960756,-765.1742446,-1445.688671,-1173.64413,-1644.135498,-267.5907293,-359.2183595,-1306.365673,-651.4618635,-711.0667622,-205.895108,-1155.800852,-544.0729923
238,-448.4371386,-892.5031427,-239.684781,-1430.37621,-709.7059067,-1333.646556,-490.7557059,-532.3152195,-927.0607188,-706.6595268,-1371.618839,-1580.85914,-954.3958522,-671.3307302,-776.5759145,-409.9610255,-1614.493166,-1290.083624,-1114.857346,-1401.164329,-783.8075372,-1470.08269,-355.1070051,-312.3404076,-1378.993417,-312.2538431,-162.0739936,-402.8219269,-990.7774642,-572.6007931
239,-775.9976314,-1092.793606,-629.2673601,-1414.059852,-674.9781107,-701.2913232,-1131.099831,-559.5692612,-414.0934038,-1334.061456,-1160.398176,-1560.301857,-999.3520416,-301.0383954,-983.7374878,-776.5992641,-1534.238865,-1428.331569,-792.8831811,-1518.37982,-1165.083736,-1453.951416,-394.0873683,-271.8413938,-1093.080308,-391.6750297,-690.1023852,-234.0315958,-1053.87791,-536.0696242
240,-708.609286,-1099.861748,-1059.087092,-1056.100363,-414.107731,-566.0488091,-371.3176943,-790.8427151,-390.7280464,-1042.35603,-1104.994952,-1520.488795,-1010.361168,-98.45972918,-879.9669487,-301.7920634,-1474.36001,-1132.96466,-702.7858341,-1368.991377,-1235.995288,-1379.553291,-483.8243946,-304.9053322,-744.349867,-396.1053329,-504.1963822,-409.6842913,-994.8562712,-669.8778827
241,-340.0881439,-1005.122973,-1487.679908,-1617.604238,-163.430685,-381.0315636,-260.7308715,-350.0848311,-589.425704,-1410.691655,-1399.726779,-1538.954673,-803.2237182,-200.3418999,-814.629381,-489.5482913,-1029.528889,-1337.968817,-730.6652339,-1574.707032,-1142.884313,-1460.965918,-190.5857936,-392.9623961,-968.9472633,-427.7224744,-396.8230174,-513.3031894,-886.3328124,-643.5487233
242,-325.8915062,-1246.990323,-1094.778959,-1330.850373,-302.2220422,-510.3331419,-105.8223645,-399.9229909,-833.049988,-133.1675168,-1322.106366,-1544.823654,-881.9264534,-260.2755674,-715.0166831,-219.4317034,-1627.137135,-1320.805069,-837.9173998,-1260.475035,-1122.010748,-1487.133605,-188.4110132,-361.2722725,-926.6639419,-335.4785724,-702.9392885,-519.7061743,-712.3004467,-751.5527752
243,-766.4929757,-1157.489594,-804.9692306,-1238.476545,-429.4166911,-570.2354672,-776.6983002,-376.8787894,-680.6582274,-849.2400153,-1131.650045,-1435.214968,-885.6879944,-497.2035357,-832.0643349,-306.077445,-1377.312515,-1394.078296,-534.0366358,-1438.971554,-1332.207915,-1583.71307,-209.5302617,-192.9361424,-1060.708644,-557.0177716,-98.17909738,-163.8032465,-843.414096,-760.4005282
244,-435.0024335,-1164.767134,-903.7317131,-1345.302714,-658.9973914,-319.9139192,-370.0282177,-631.1645746,-324.0561756,-927.6212787,-1470.980732,-1466.585008,-1040.569203,-575.4794392,-590.9890262,-382.4437309,-1470.061952,-1300.047234,-874.0469023,-1451.667309,-1432.953691,-1447.398409,-124.4200965,-695.280152,-1280.338275,-496.3932959,-921.1526448,-641.5569239,-926.4186752,-383.4331209
245,-609.2367546,-845.6480006,-782.3253403,-1320.264943,-356.2670728,-610.8767585,-105.7030624,-440.3416395,-384.6995437,-692.2847327,-1266.341425,-1397.985384,-975.9399711,-596.7809276,-420.1619605,-130.8577863,-1371.635063,-1352.163398,-827.62129,-1439.771096,-1304.271267,-1489.454293,-334.1005451,-628.1435637,-1166.983879,-405.6792238,-98.85308062,-498.3618358,-853.1589252,-506.3503131
246,-497.4651275,-1273.391749,-488.5386461,-1343.879178,-421.7508009,-961.228346,-686.1868917,-317.1648917,-723.4750589,-578.4550398,-1278.247735,-1559.866746,-846.7799687,-168.7987599,-366.8955215,-364.5862529,-1333.953085,-1350.75239,-540.6274866,-1503.626306,-1248.058937,-1329.207405,-223.502008,-451.7994874,-564.9263162,-489.2559422,-846.9727823,-594.8868224,-925.2769267,-414.854502
247,-266.6645471,-1239.498186,-819.0279396,-1141.392992,-611.3217752,-956.2059981,-533.9678461,-188.0100381,-710.8404748,-1307.623053,-1586.586978,-1586.539928,-975.415521,-232.9700304,-109.9092317,-477.2927789,-1352.50559,-1463.183099,-1023.366895,-1486.049214,-1287.37332,-1529.091994,-180.4860031,-564.2301949,-247.3296862,-414.8103057,-1136.994092,-226.8255613,-1049.817954,-691.5082023
248,-564.6733019,-1028.544663,-305.1754702,-1322.47396,-506.2754439,-427.7769134,-902.6199927,-190.0476198,-687.5340035,-818.3293729,-369.6530337,-1386.189377,-1026.617468,-193.3296172,-478.8357976,-156.7832147,-1464.786294,-1483.564969,-874.3169664,-1310.220493,-954.6721533,-1459.986502,-188.5142508,-505.0994423,-596.1139685,-698.5186798,-706.5055769,-370.2416927,-1125.60455,-530.8033068
249,-728.1071598,-1257.297408,-753.7811447,-1151.019869,-351.9482341,-1261.6184,-1137.031773,-244.4505739,-547.752844,-1082.75178,-1504.579117,-1608.371086,-809.043259,-229.2925376,-305.3180421,-281.7733695,-1392.153579,-1415.041227,-311.6121451,-1463.896452,-1324.234789,-1365.204436,-156.4787275,-751.051183,-429.0810148,-516.0355809,-363.8398169,-130.7364298,-916.4483518,-340.5651472
250,-380.8913186,-1121.217358,-469.1350342,-1447.109391,-364.8262019,-1289.436355,-275.9780829,-483.861326,-603.3267614,-772.7567422,-1322.732593,-1464.117821,-1139.857085,-354.7905732,-727.6654451,-220.4485861,-1067.183704,-1439.034739,-605.1101835,-1583.964266,-999.1074096,-1115.03304,-33.3805279,-355.6960466,-375.501386,-253.5062101,-673.9663671,-129.8603092,-1110.18108,-337.4873458
251,-598.2132915,-1058.392036,-1177.738276,-1441.202822,-424.1141997,-1445.486786,-236.4346361,-190.6503076,-267.9507797,-428.7980647,-1160.776222,-1401.743491,-997.1767156,-165.0363252,-310.3117827,-398.7408145,-1619.626466,-1390.014086,-404.5445514,-1365.570461,-1272.459604,-1345.389784,-150.6921749,-467.452017,-312.8351226,-301.6618816,-1046.675215,-68.01904271,-1040.437439,-90.99446176
252,-527.7154966,-1201.125255,-1098.928251,-1461.193758,-635.8048747,-1118.941393,-168.7266041,-301.8418913,-866.6983558,-1028.091837,-701.4496579,-1326.142005,-1002.658395,-458.2286801,-172.1539023,-212.2093857,-1322.310331,-1345.420398,-616.0306454,-1494.268354,-1292.709777,-1405.697081,-160.5746533,-500.1892227,-311.3694073,-478.0697147,-294.0481553,-228.6636736,-1162.403523,-275.7929188
253,-472.528837,-1437.095331,-1038.406577,-1439.012481,-232.5701791,-1450.843748,-490.8356085,-598.154147,-826.5535885,-902.6061341,-1466.973677,-1425.910572,-941.7496906,-438.4975854,-633.366051,-336.2699304,-1521.05378,-1466.737079,-742.6548121,-1172.939079,-1070.726615,-1458.109312,-214.2864163,-318.3991025,-506.9813088,-399.6942761,-681.6579017,-201.5204415,-1329.668664,-375.5726622
254,-465.7150956,-1055.026382,-428.8175093,-1452.354935,-342.9922276,-481.7535277,-426.4664318,-600.3218166,-308.451168,-459.3070052,-1436.975736,-1396.119953,-905.7610252,-321.6143394,-342.0924849,-250.1610745,-1564.189506,-1395.842904,-1247.668845,-1585.761362,-1016.971515,-1427.938266,-186.2774157,-581.7185403,-378.7216251,-300.1472256,-718.8294851,-202.7566539,-1204.184969,-552.6121844
255,-892.0236021,-1057.226842,-279.7486109,-1367.856639,-290.9453183,-595.1891815,-384.3188771,-351.0791568,-1296.25081,-279.6924731,-1032.058132,-1443.612047,-933.4261454,-438.8330239,-301.2912876,-271.9103879,-1584.077266,-1449.480374,-801.759839,-1547.895432,-1084.323775,-1446.210345,-237.1621689,-335.7622777,-411.9180137,-555.6831916,-541.7637909,-136.6880644,-1160.329002,-679.3613568
256,-617.1829504,-1272.341652,-585.1584716,-1244.041722,-135.6234526,-441.3298165,-310.1765194,-706.506976,-978.42344,-969.26572,-1138.823637,-1198.532301,-1016.670575,-245.553183,-225.8518056,-249.6737235,-1405.669499,-1325.280329,-509.0377218,-1294.127673,-774.6157351,-1492.319749,-149.7781562,-313.5092161,-821.7780976,-205.6891348,-453.0440453,-299.6696661,-813.1569229,-332.1100254
257,-579.6648069,-1144.377509,-146.5437256,-996.0355328,-324.8213483,-247.8364343,-309.5225295,-523.6427671,-893.9908307,-921.095353,-1529.614025,-1476.413595,-1048.632359,-251.2701618,-659.3285245,-613.5005935,-1424.228629,-1352.258947,-443.776775,-1562.761644,-1350.17157,-1491.242398,-247.5166174,-393.8912353,-552.8023648,-483.6785251,-621.7342845,-201.6677189,-958.4398638,-754.5939848
258,-586.4758068,-1074.990285,-137.049988,-1513.972536,-285.0931314,-209.9390209,-208.8592517,-612.9813635,-588.7556438,-852.2474642,-1462.179938,-1292.002528,-1172.786531,-255.8491782,-413.6833434,-337.7574526,-1460.423289,-1355.424733,-1102.395121,-1499.721433,-640.440456,-1337.49841,-150.9562855,-373.6144976,-518.5995022,-284.3613743,-127.9616644,-225.8101728,-1032.920475,-642.5695107
259,-584.2921453,-1365.279891,-427.8280754,-1312.143774,-357.7515659,-907.5340011,-264.5096952,-550.705234,-859.5905959,-1250.564837,-1438.946026,-1498.936527,-1030.774931,-191.6472185,-621.1029506,-97.09203912,-1198.387328,-1498.852371,-1019.52337,-1561.253408,-673.4761571,-1397.681834,-417.2630496,-254.1233911,-375.9244193,-379.5246029,-407.8044608,-387.4580342,-1160.74705,-761.0060752
260,-876.2026513,-735.4072759,-591.8608209,-1191.728068,-385.4141416,-672.6914369,-241.9843825,-913.9508276,-301.1020356,-1343.557629,-525.3953424,-1441.112525,-1250.612067,-162.8415346,-422.3619102,-159.5425374,-1559.680896,-1438.049006,-666.2335385,-1350.541147,-867.4187302,-1505.342175,-218.6649796,-220.0915289,-248.680606,-488.3511033,-884.1307605,-346.2487853,-1189.656888,-810.4072729
261,-890.8712465,-1125.457998,-206.7865837,-1440.682155,-263.8840033,-774.8777352,-278.040759,-704.9363578,-472.9513661,-935.7149334,-1541.303605,-1468.706427,-1031.111262,-410.8374063,-245.5734061,-268.9442017,-1533.521622,-1306.840398,-607.5921341,-1600.757356,-1023.992984,-1481.236967,-243.5664601,-162.6650382,-435.4180739,-395.5806486,-723.9441738,-288.3463429,-1107.976114,-771.4392454
262,-377.5871191,-1485.575037,-142.2078485,-1330.440435,-489.9907613,-1008.305227,-434.5384478,-713.8191833,-730.3438534,-1012.640524,-1533.794458,-1598.95458,-908.8945094,-324.77718,-692.293875,-253.599307,-1463.698963,-1481.9061,-459.0850929,-1316.846071,-466.5319034,-1259.540661,-361.1944162,-279.4217072,-280.9979091,-461.8609135,-1167.134565,-580.5815841,-795.5064092,-602.5198964
263,-477.5022248,-1348.350908,-114.2916655,-1355.148381,-411.3352071,-1385.626569,-506.1086975,-540.1510956,-504.6736476,-782.5044319,-1500.287818,-1505.426009,-990.5190091,-135.6762155,-830.3249384,-329.3174166,-1448.0261,-1387.359324,-320.090098,-1421.097501,-642.9834907,-1404.619674,-607.3535331,-358.4437221,-561.8154247,-761.5696825,-583.3191388,-457.8150081,-749.7486326,-649.5371135
264,-514.5238742,-1203.727546,-239.1689882,-1166.778203,-558.1498795,-1419.60686,-426.7790129,-490.3165546,-307.3151451,-884.567769,-1420.670239,-1414.614815,-945.9604914,-378.27423,-386.0780895,-423.8103288,-1118.757233,-1427.642707,-718.9404711,-1498.891085,-1292.711856,-1387.934694,-378.6687628,-277.8490965,-288.1679752,-613.3762671,-305.2215686,-717.7989138,-998.2533106,-854.0114887
265,-548.6940606,-921.8061164,-759.4328381,-1393.701517,-315.842249,-1387.357978,-236.759387,-156.0335771,-502.6680503,-1189.317846,-1381.875012,-1300.52002,-1086.80523,-172.7973391,-916.2482255,-244.3555277,-1440.052442,-1412.964832,-778.2155613,-1401.8306,-767.7798094,-1168.017758,-121.5841775,-344.416551,-578.5623596,-136.8934875,-618.0840872,-473.5771591,-1005.88502,-888.6925921
266,-754.5724935,-1407.144053,-345.6551936,-1355.715625,-385.9876569,-528.4971479,-488.9056828,-502.8445433,-253.9900772,-1048.416486,-1407.052501,-1103.94346,-889.503841,-403.9745633,-206.8297148,-213.822567,-1362.563779,-1406.698541,-599.5329415,-1551.308707,-1342.528366,-1500.831346,-366.2578131,-287.0271368,-444.1956083,-684.6236555,-746.0636444,-495.9885138,-1150.504998,-803.8183933
267,-923.7253646,-1364.512198,-673.4869016,-1324.849002,-326.5553466,-1124.597199,-240.1273582,-348.011726,-435.3050163,-1007.031107,-669.7520906,-1333.174569,-1004.112768,-270.3555227,-337.9095724,-457.5115071,-1374.989866,-1308.085166,-1033.325125,-1459.522717,-961.793159,-1355.082478,-225.671105,-443.890152,-407.7613459,-427.2354076,-510.4728765,-619.2710905,-1055.689526,-786.6816725
268,-927.4684404,-1107.382278,-464.2436777,-1454.263363,-233.1888656,-1265.750537,-319.0580414,-558.0597676,-457.7373891,-1210.266197,-1104.228212,-1280.742491,-972.4250358,-228.8952896,-936.9913447,-222.9318391,-1415.860256,-1352.631841,-852.2924301,-1391.678328,-1409.704851,-1353.373912,-368.3851296,-65.01881097,-962.1523682,-310.1510922,-899.8030546,-131.8425734,-769.613874,-696.2663459
269,-1166.954479,-1365.967647,-1270.461313,-1336.42026,-194.6426176,-1166.926509,-730.5807113,-254.5860764,-223.3181859,-1124.446792,-1416.197387,-1413.674893,-1207.819028,-172.1313742,-211.494772,-416.2453789,-1499.062031,-1276.869092,-564.5216817,-1164.095799,-1206.364493,-1480.955324,-196.4831594,-301.2262484,-1142.668859,-345.6245335,-815.9017062,-722.9115493,-807.9476266,-643.8966118
270,-920.2529731,-1309.268361,-412.8808615,-1419.233592,-244.0017992,-1335.540165,-632.9993252,-278.5809035,-790.397954,-1140.433884,-1287.079817,-1407.802189,-1001.498212,-199.6074992,-465.0963339,-419.724724,-1467.041111,-1102.692964,-435.9392441,-1351.163647,-1021.815465,-1447.061495,-576.1947043,-217.6598639,-737.3012781,-746.5679277,-781.1347167,-537.1261451,-822.8281673,-635.6175409
271,-1219.277207,-1171.512866,-278.0437867,-1181.398606,-266.6000044,-1160.056436,-962.5579141,-406.2465397,-446.1485669,-1352.313604,-1309.027535,-1390.440741,-983.3514202,-137.1246154,-672.8830461,-265.0742856,-1435.902298,-1126.773787,-752.8955308,-1361.032963,-1383.669847,-1466.386053,-99.46185961,-255.7613655,-652.7337076,-979.9885609,-1055.189117,-261.8661011,-1050.43052,-391.571869
272,-1176.426923,-1402.845901,-371.7590682,-1091.750997,-241.0336756,-1213.223993,-655.6063342,-749.2813182,-739.7374997,-842.5455804,-1161.603298,-1343.233592,-970.747313,-305.0116267,-1045.056112,-212.767746,-1294.954262,-1119.481183,-69.00051557,-1531.616371,-1252.345669,-1117.040903,-276.4686665,-275.6135856,-665.184656,-246.8729281,-964.0138227,-1022.446715,-870.6590483,-1156.948697
273,-430.0098484,-1414.129332,-390.6669438,-1435.733112,-348.8984245,-1121.136616,-430.9008314,-256.0151856,-312.3079954,-869.7159546,-1205.582335,-1521.758041,-1284.574087,-303.7376478,-520.082788,-382.2205731,-1472.945641,-1410.557087,-487.3599708,-1360.76768,-993.5502037,-1418.491007,-156.5229309,-256.4872464,-331.1862732,-711.7238921,-148.7764593,-100.9158672,-847.0876234,-1219.586089
