batch,1xw6g728 - Epoch-avg,3ikscgpw - Epoch-avg,1twuzz0d - Epoch-avg,50vwwpjb - Epoch-avg,16a1i3ou - Epoch-avg,2s1kqq8c - Epoch-avg,1nroeh36 - Epoch-avg,ktrh2tkl - Epoch-avg,26r5cpnz - Epoch-avg,3d186l6u - Epoch-avg,27og179w - Epoch-avg,3ejpsk49 - Epoch-avg,xu3egzm4 - Epoch-avg,uyyj5cdd - Epoch-avg,3otyqg6q - Epoch-avg,u4cisnjv - Epoch-avg,3mcy4b9i - Epoch-avg,27oykizm - Epoch-avg,ooloz8zs - Epoch-avg,3b7oeaot - Epoch-avg,32c6fel3 - Epoch-avg,1342oi5w - Epoch-avg,othglsno - Epoch-avg,3silhylu - Epoch-avg
231,-100.0280915,-1289.543454,-1129.251633,-426.0578962,-1568.947409,-630.723732,-522.1400082,-820.4898274,-866.9441668,-1095.121687,-400.1299619,-644.4124562,-1086.660445,-657.4139152,-268.1168342,-1147.922473,-295.7737645,-534.3096623,-1564.390514,-1233.353379,-477.2928842,-238.1444211,-235.4053187,-1059.786051
232,-193.1120313,-1337.732709,-876.4757389,-817.3584173,-1349.412082,-307.8745808,-707.6367945,-923.4193073,-491.994226,-901.3789321,-72.01911701,-722.8845649,-1213.036137,-405.8535531,-235.6385472,-1331.86082,-244.5236333,-581.4511764,-1432.40809,-925.5990321,-332.7140274,-608.3407268,-486.0884122,-416.0871925
233,-219.9039796,-1078.363057,-792.6838338,-494.1817079,-1340.546271,-269.359205,-1073.186859,-881.2653528,-849.5254818,-393.2184656,-239.333873,-608.7083814,-1010.439497,-233.2568294,-341.0352884,-1172.106478,-543.9831895,-746.0831107,-1256.979401,-723.1377358,-406.1632744,-597.3544196,-339.7393296,-374.7260534
234,-340.6384802,-1120.010787,-888.3329012,-889.4801777,-1245.645857,-343.0409132,-823.8091106,-1195.996029,-518.9301142,-645.1933813,-486.1651943,-303.9062864,-1176.020446,-365.7778248,-240.1201224,-1345.518287,-569.1955377,-745.0213475,-1275.72484,-977.9903075,-584.5923322,-719.6750921,-369.3900822,-758.8144834
235,-220.9185326,-883.3902771,-823.4439096,-1195.84195,-1231.257076,-417.33088,-1078.531865,-1058.258395,-544.4292028,-710.9040621,-347.0315754,-479.7045392,-1033.745682,-236.4999347,-240.7084506,-1043.880404,-638.8265097,-367.2155598,-1247.174143,-1050.042763,-569.1888711,-705.0427365,-236.9047645,-178.9520875
236,-488.0122693,-1318.793357,-1031.669814,-635.3463356,-1578.116826,-484.7235848,-1008.967485,-944.8470121,-771.0700944,-171.7852322,-305.4421659,-699.1296853,-959.4648373,-303.4003259,-294.9645087,-1114.43541,-944.0432932,-462.6632188,-1487.415502,-877.4039901,-431.0975973,-800.3487955,-339.9286355,-298.1557844
237,-256.1014217,-859.4468038,-801.3114644,-702.2398772,-1541.928902,-243.6867961,-1158.922415,-1134.742254,-432.7693355,-332.4679868,-261.3309203,-453.6037969,-867.1002494,-361.9755733,-911.2541966,-1130.845765,-587.8946139,-488.4881166,-1377.980876,-1008.125771,-292.2291875,-714.1051995,-276.3117293,-598.9406126
238,-608.9966478,-1098.494143,-675.8643894,-559.4996737,-1313.07525,-463.432749,-1114.645456,-741.2797457,-878.0633804,-402.0158271,-268.0818032,-589.4448076,-557.4720197,-259.8168621,-131.0635229,-1272.891577,-744.8024672,-542.4744453,-1393.388727,-815.1349277,-348.636308,-374.3855567,-167.3759822,-280.1710658
239,-535.4025275,-1185.527884,-615.6047262,-506.1889393,-1333.255298,-150.4615492,-818.4428777,-912.263383,-574.6189224,-496.9853084,-221.0473274,-1101.44695,-658.7962317,-229.3570691,-366.1223332,-1203.724272,-682.9899485,-304.8936669,-1338.223763,-744.8713454,-211.302981,-688.0543825,-260.6764282,-517.4802232
240,-215.5923242,-1038.478402,-744.1365767,-871.2963539,-1187.685896,-571.5064484,-363.1072375,-515.3776539,-479.2866402,-471.8427828,-360.695962,-611.3360629,-518.0573517,-160.0341846,-230.7896852,-1203.158824,-988.2716616,-488.3901149,-1492.906455,-1177.555528,-423.9249325,-657.4631212,-239.8030066,-396.8973947
241,-580.2317755,-1255.668662,-394.6743148,-566.5438327,-1508.849965,-685.8200338,-207.6364599,-706.2841311,-549.3115351,-486.490841,-228.0892977,-604.3575261,-415.0279953,-232.7522871,-229.3011998,-1195.449902,-680.5207254,-174.980516,-1220.648909,-604.6470433,-609.9384213,-504.983814,-848.3778824,-103.0678042
242,-96.66802648,-1277.544322,-977.590736,-793.2957233,-1448.997506,-845.8142377,-496.9928887,-486.1744168,-203.5685989,-298.1956813,-272.9535428,-750.4799823,-540.7457072,-264.2334467,-128.7661827,-1256.766384,-939.1808895,-304.4247655,-1464.197546,-1015.811796,-731.564259,-241.5675367,-389.6559648,-197.9092446
243,-157.0532351,-1292.109117,-1446.763856,-696.6224846,-1420.182627,-346.6777079,-351.992139,-619.7209379,-311.7186273,-584.1049413,-227.7198118,-524.3886448,-232.3239472,-227.2756776,-162.8539424,-1214.629016,-570.0360397,-233.373244,-1323.884932,-660.9138887,-693.6758559,-260.7591687,-301.9709985,-242.1351748
244,-293.2357777,-1173.991737,-1143.800815,-549.493492,-1568.858971,-207.2485729,-511.7076774,-493.8912747,-496.9195782,-491.667926,-166.2947404,-202.4103476,-803.4332496,-233.9732705,-132.2660718,-1115.2056,-835.2463151,-498.1033964,-1299.560866,-1131.613772,-471.249287,-311.8579028,-467.6449374,-457.6452845
245,-157.3139657,-999.7136826,-1100.55482,-746.1933588,-1277.508407,-172.448752,-931.0837616,-904.9611096,-795.1284358,-515.2895611,-415.3081563,-349.6772392,-426.7782391,-296.2379662,-261.9086143,-1315.725553,-917.1867068,-306.0186243,-1213.56793,-1162.783897,-274.4503359,-227.8463495,-205.5789015,-365.1219059
246,-334.8906889,-1260.247639,-572.1457887,-589.1704163,-1545.392436,-280.7736822,-1127.008687,-271.4734452,-857.8094997,-610.684682,-167.5945672,-459.6042615,-431.6382194,-99.84759161,-331.7839731,-1116.481678,-583.459003,-947.4696937,-1263.014894,-1321.652876,-403.7819254,-288.9046424,-556.9549968,-261.0179334
247,-215.5285698,-770.2927357,-706.350827,-692.2442108,-1449.656694,-243.1265756,-758.9422542,-402.4021271,-884.4903713,-462.5751349,-276.4523926,-242.539738,-1095.967532,-396.3639429,-195.0592239,-1336.829261,-528.8890613,-622.8941242,-1214.868493,-944.739304,-134.9037014,-194.1874562,-471.2448533,-367.8541036
248,-179.8947562,-1184.30285,-1159.671809,-1099.042181,-1418.068887,-372.1577626,-1049.620947,-1004.582156,-690.3550907,-504.4888531,-266.8487924,-228.8151861,-334.3302901,-231.3234389,-298.6561621,-1311.328761,-364.1309284,-1052.818647,-1374.752646,-923.9542692,-134.1975135,-136.1392523,-448.7140268,-269.7095577
249,-392.3124304,-1021.444001,-530.9898709,-773.1988242,-1461.908174,-139.070812,-825.955865,-684.4502587,-340.8734516,-332.9831068,-422.0145613,-358.0920858,-935.5881765,-232.3195682,-229.4879651,-1156.593878,-498.8449957,-614.6548817,-1323.896618,-793.6871063,-402.0901187,-342.0969735,-649.0497656,-237.5394116
250,-149.4665257,-1070.163267,-123.7817105,-526.1062018,-1393.291328,-247.5869957,-985.9964717,-1503.490625,-963.3672004,-565.2466154,-180.6495139,-499.395701,-713.6039469,-342.6304159,-232.0900763,-854.8344692,-394.4137955,-542.5753834,-1258.864175,-1177.285294,-201.7779506,-538.6000349,-996.537557,-474.5480974
251,-217.4455425,-1228.316712,-1450.837365,-99.89718528,-1648.072441,-421.9187184,-827.0849603,-860.7910417,-817.9822988,-340.9560267,-330.4050232,-212.0129061,-490.5371045,-415.6526137,-234.1185858,-1062.494487,-668.6133471,-877.0053793,-1091.401304,-855.2161394,-420.1744419,-562.3024946,-213.6981799,-189.7241019
252,-401.7682435,-906.2683936,-1477.511357,-741.6433522,-1536.704983,-166.2723088,-812.1541304,-441.3539503,-645.8143212,-309.1391422,-229.9625847,-806.6341761,-426.0564618,-433.0284574,-169.8384659,-1000.196531,-162.6206575,-481.1457347,-1350.405498,-801.1759361,-212.7060667,-556.0638917,-572.1600203,-504.1746627
253,-319.5044703,-1112.721669,-1066.312802,-1028.321577,-1328.864617,-244.2173505,-1235.81339,-1540.781199,-726.9826986,-468.0504893,-102.0574654,-275.5996647,-555.7241503,-323.489993,-98.86894497,-631.3155039,-411.7083426,-374.7692681,-1382.303561,-667.5336442,-460.6256034,-693.7201882,-196.9455815,-266.7175099
254,-276.7894308,-1101.101544,-766.1619044,-1031.735545,-1523.669128,-243.5899048,-1128.678929,-1268.528555,-1165.367616,-232.1195789,-504.2202442,-133.6443812,-432.6132661,-199.3648389,-501.4542894,-630.9506845,-528.9974086,-1079.451516,-1309.974383,-941.2197218,-442.5827948,-528.4749664,-806.7980404,-408.9101583
255,-289.2228248,-1099.91956,-299.1956514,-1152.523879,-1451.375371,-307.6801677,-527.9281093,-539.363554,-306.1243527,-247.0777667,-384.1390413,-429.7054795,-836.6573085,-271.0433097,-199.2855667,-1132.506877,-381.1014381,-289.1969667,-1312.367856,-1397.647288,-631.7838765,-524.69533,-678.8632088,-604.626493
256,-690.1759152,-1403.008993,-941.5237575,-920.8771424,-1448.897218,-526.3616,-740.6918024,-948.1291139,-268.9400554,-194.533475,-241.2611723,-413.4214272,-746.1367121,-236.1078536,-295.0907226,-1073.165205,-465.1122257,-592.6882612,-1316.445165,-1175.330532,-411.3457216,-311.0763275,-714.4315498,-673.9827936
257,-529.5728115,-888.134578,-812.3486945,-618.8771059,-1409.835491,-317.9302209,-737.5896626,-1268.723616,-821.4825271,-135.2079056,-328.9636949,-419.404771,-329.5619662,-555.6647673,-203.1248243,-902.1386759,-361.9895409,-139.8652671,-1441.134117,-1117.240105,-527.7756121,-134.1363414,-926.6114057,-433.7717465
258,-466.4008052,-755.7750294,-998.5514081,-630.1288056,-1347.888839,-590.9214,-1031.974882,-944.3498552,-865.0034589,-287.8362454,-359.902087,-679.5319576,-306.3150693,-267.8072554,-252.2691152,-470.5228324,-437.8278823,-173.2008883,-1374.411085,-668.7198331,-903.3383714,-237.2104738,-420.3460722,-685.4563239
259,-504.9539816,-1198.115849,-678.2318845,-1290.502702,-1333.353642,-335.4810824,-1097.994381,-942.5309326,-1116.268115,-644.5262233,-278.1807491,-320.2463848,-195.8270474,-666.5764313,-397.2290207,-135.1761978,-198.5492073,-927.7229305,-1316.60512,-794.5984422,-657.0649622,-300.7822633,-513.2835341,-674.7303028
260,-236.0164771,-1368.142175,-1086.942862,-1116.97667,-1304.929282,-296.2481305,-1111.753932,-883.716143,-1254.400814,-437.00277,-217.370111,-753.4443792,-267.0750978,-341.2803643,-136.4434712,-272.1407686,-429.9059341,-796.0707158,-1244.767875,-1091.273884,-1062.120845,-103.0276433,-384.4792631,-760.7295895
261,-336.0446823,-1041.207651,-749.6888343,-1106.008024,-1494.875085,-473.4106378,-1271.847831,-597.5582592,-1271.991364,-573.2283628,-411.3409116,-678.7701864,-545.7429722,-312.1340323,-580.8221012,-428.4576862,-467.9748375,-1071.311953,-1299.57959,-1082.346463,-918.5845506,-341.8328145,-1184.349112,-502.045828
262,-478.6364434,-1028.784033,-639.1492684,-1155.89088,-1358.292881,-540.9955348,-1064.662662,-1009.869469,-1339.50178,-543.7515455,-236.632201,-550.9666734,-269.9757293,-488.9900863,-449.5283521,-285.9165114,-307.2325016,-1227.122099,-1473.748452,-1260.747261,-517.5535434,-318.1922951,-761.4096064,-718.8582739
263,-303.3674978,-1071.170496,-1092.520931,-830.6771121,-1624.632788,-531.9559543,-923.7941672,-1130.540032,-724.5080686,-535.611946,-129.8828429,-760.7185673,-133.7275241,-222.9972943,-260.2881177,-722.9458073,-299.1432828,-1049.985574,-1419.420428,-884.1798644,-866.1603147,-203.298883,-695.3655711,-608.9282988
264,-322.4278842,-1252.986445,-809.1842395,-1152.338073,-1436.96397,-436.9788805,-1205.25489,-1026.714652,-1229.476458,-199.7943763,-326.6190682,-178.5691998,-388.7142104,-473.8456963,-427.0672063,-621.6554502,-208.7849529,-1168.434426,-1318.458461,-1336.11095,-886.1777478,-387.7737206,-709.3320713,-934.8491762
265,-375.7861483,-1040.683066,-1090.960376,-1058.221209,-1129.833537,-491.8186418,-904.5516538,-1278.609,-1196.75875,-392.9435164,-209.3596074,-335.0432968,-272.3726333,-301.3200684,-510.0061266,-1161.139039,-321.1123504,-813.9950707,-1385.034579,-1150.144665,-442.2025619,-244.5969008,-566.7049676,-624.0410378
266,-937.6796441,-1310.831942,-1211.199412,-1438.642548,-1648.663368,-583.2123088,-1161.550018,-1379.067456,-1139.146627,-197.6083034,-290.0296128,-240.7682025,-305.4461301,-473.4950346,-647.2595826,-783.0209883,-358.9308179,-1043.53599,-1444.328118,-960.2771267,-615.3676659,-567.8078238,-1142.042942,-541.9058554
267,-1151.160772,-1312.8294,-880.5272445,-1236.094432,-1353.528929,-511.9974948,-903.8014872,-1416.527855,-1283.248574,-236.1646489,-196.2469605,-102.6078247,-470.7848432,-133.1140661,-719.3276204,-973.1313577,-458.7911505,-828.2886619,-1334.924175,-765.9145153,-850.3135083,-525.7185484,-1118.266511,-511.7874638
268,-414.0036202,-1264.915967,-650.6299537,-1385.338598,-1281.32555,-697.9237008,-936.8398222,-893.0084274,-1310.253117,-105.6428434,-135.4682699,-1232.447986,-572.1975961,-571.8619189,-706.6428065,-713.4205463,-134.8991963,-787.8147714,-1311.765843,-1111.265085,-931.5687666,-367.4658716,-891.8679182,-703.6154391
269,-583.3213312,-1266.575246,-881.0548366,-1103.192991,-1444.942444,-408.1320745,-988.6808578,-1382.379669,-924.3806021,-366.237677,-132.6726089,-103.4406214,-554.9400227,-350.0209075,-501.9970405,-1157.068762,-645.2937868,-886.1642217,-1324.163344,-1315.742287,-724.2274497,-328.4139437,-681.481902,-695.4546165
270,-752.6899728,-1394.731022,-1031.04191,-780.999314,-1514.606434,-464.0220409,-1161.284144,-1186.724937,-631.8928579,-209.9850057,-228.2916095,-734.7122023,-672.7948666,-262.7057566,-454.783636,-267.2530842,-264.3179293,-280.7822298,-1532.371546,-1292.57518,-780.3890674,-406.5507883,-665.8850899,-402.3297814
271,-450.7482004,-1413.832395,-1093.469914,-1022.139674,-1372.675069,-620.7565187,-868.795633,-1071.524037,-687.3352248,-199.2548201,-620.8980573,-463.3960295,-629.4491554,-330.6250633,-451.8746901,-1080.303898,-137.5268927,-261.0403976,-1353.851459,-1031.597996,-584.5273058,-601.9575898,-633.2839267,-435.887915
272,-644.6255618,-1224.981283,-875.6002518,-809.2630777,-1466.543725,-166.7827888,-996.1126126,-1131.456296,-517.6495859,-267.7288701,-228.6150845,-727.0512022,-309.6603975,-298.380603,-233.6300997,-600.2433999,-136.232135,-743.2819586,-1392.184232,-1182.064949,-244.8455763,-1140.064728,-512.2417049,-405.0243685
273,-693.5056933,-1233.240509,-1154.403382,-1020.272828,-1284.502245,-243.5550978,-583.45694,-478.2103543,-557.8671022,-166.3761421,-785.1757892,-485.2367065,-306.1447313,-416.7463823,-787.7886108,-744.0773827,-310.0265682,-942.1589024,-1282.064488,-1161.770006,-830.022415,-932.9613394,-474.8587108,-420.5300559
274,-1018.507702,-1274.690106,-1179.359584,-695.2533454,-1550.674957,-345.2597244,-1006.336917,-1132.006341,-1211.639918,-297.5657271,-190.7683785,-752.8413626,-176.8636862,-467.4941329,-458.8243364,-720.7804048,-512.7613802,-953.1176963,-1517.943802,-1115.673259,-629.0327528,-1295.609986,-1081.701395,-142.6770789
275,-318.4802148,-1246.874263,-1240.230049,-943.7804711,-1415.394259,-820.9617611,-918.1516341,-489.480911,-854.0920612,-234.9952,-1136.319616,-921.6126583,-136.0090984,-65.09572825,-937.9032266,-521.3512652,-634.884407,-533.8182935,-1325.7599,-1205.029928,-471.1684465,-437.0210799,-921.942757,-133.0174984
276,-1309.692745,-1451.180708,-1228.111213,-1295.318827,-1375.001928,-244.3675293,-637.0425977,-1188.246508,-1151.993874,-174.2493325,-403.0653063,-1035.621028,-195.7154249,-163.9681916,-809.2850757,-900.845369,-784.9504891,-564.3887918,-1444.849254,-1072.492913,-274.6161129,-1154.26566,-899.1528989,-232.4844212
277,-1162.610694,-1419.796523,-925.0790645,-1400.110649,-1422.995907,-335.1907489,-845.7394439,-1013.732494,-647.0163408,-721.1453709,-137.4473868,-472.2660891,-695.5387236,-270.4147541,-946.3492929,-434.7897775,-853.9460249,-847.4210008,-1419.235228,-781.1925018,-221.1889712,-1175.70855,-1107.707079,-428.234493
278,-328.0899011,-1388.789108,-1187.260393,-809.7576481,-1487.625942,-166.125824,-1078.353082,-903.2622875,-881.9032391,-677.8475583,-210.9109561,-955.8011466,-839.6719281,-196.4154431,-752.6936124,-403.4933155,-792.4138867,-777.8516737,-1326.554147,-1313.272768,-359.4473547,-1403.13719,-1093.425523,-467.9087323
279,-288.5338492,-1267.554318,-863.6577663,-1093.953055,-1342.766699,-492.6736628,-380.7436993,-777.4599214,-864.8928553,-550.2348353,-372.3246956,-1205.221748,-889.8972906,-227.4722323,-1283.922317,-69.74772578,-635.8922707,-777.9892656,-1423.921974,-1150.171137,-73.90763834,-1222.628051,-481.0850965,-202.5865286
280,-438.0678494,-1390.057767,-566.6646299,-886.1852553,-1518.294826,-386.4004264,-1199.076187,-1081.660392,-790.5218951,-396.5833395,-408.414005,-1068.131751,-178.131684,-440.4522547,-834.5371448,-680.0408868,-954.3541323,-818.2729342,-1538.855466,-1389.455708,-474.2201873,-1302.17841,-876.2203458,-339.147349
281,-977.4074111,-1331.690979,-814.3222205,-1282.11657,-1423.90687,-337.3653208,-994.6403629,-1291.248295,-1023.267573,-169.5120909,-828.6620162,-1425.250769,-670.603412,-194.7588514,-559.4822667,-274.9425762,-704.15205,-808.8118189,-1419.53153,-405.4894713,-103.037729,-1107.687846,-814.5762623,-237.1082409
282,-393.3479634,-1418.571513,-754.606984,-1352.457395,-1467.607843,-307.337571,-623.5453634,-595.5737525,-980.2163752,-330.4583941,-1260.029405,-879.976601,-354.5192528,-288.7602549,-672.8315825,-527.2689114,-624.1446868,-943.9190485,-1369.804976,-1123.620289,-138.1205438,-705.6001178,-380.7331333,-241.9387334
283,-311.3017377,-1177.190545,-566.5941097,-1041.538881,-1322.054608,-353.8203755,-855.4439713,-869.3024495,-950.0963495,-271.1048874,-925.8099612,-804.5031246,-676.1614344,-361.9667197,-602.7502447,-1130.176192,-465.4546965,-693.8274313,-1322.34386,-973.9106731,-177.2179398,-1147.319186,-1021.22918,-847.9243851
284,-320.0235662,-1158.230117,-882.8658951,-681.3187234,-1366.349994,-742.2376707,-1208.811984,-840.7781045,-1093.979269,-196.672948,-1323.993461,-588.2464117,-573.0212513,-66.14574192,-167.5951109,-1254.793998,-496.7365162,-1201.157391,-1497.895959,-1303.403867,-727.6456921,-777.4343767,-1015.211738,-333.0626726
285,-256.4102518,-1400.181576,-1294.602895,-1269.340905,-1375.184551,-461.352582,-1411.957086,-1064.944221,-1023.821201,-270.3440297,-1198.377256,-1008.753014,-369.1061481,-261.6810044,-515.6591747,-1079.606934,-389.1337612,-1055.847389,-1590.818009,-1417.963032,-485.0615196,-1152.145737,-1257.475374,-587.7138644
286,-339.3728389,-1079.551841,-1117.532381,-953.287898,-1298.35901,-350.4877473,-1021.905847,-730.1510029,-1201.9873,-582.6735325,-1172.935724,-541.9472548,-257.2730386,-294.2766276,-466.3521924,-1286.31932,-613.7849016,-664.9700745,-1480.679258,-1422.431129,-585.7563426,-1069.129605,-893.1992439,-217.845437
287,-297.3282911,-714.4855063,-1072.216985,-1037.143976,-1504.216203,-227.8888723,-1018.015382,-1521.583536,-933.0397287,-338.7786801,-1107.586113,-693.7055512,-65.34766811,-160.6307878,-646.4048869,-1197.690756,-506.9242373,-763.896481,-1435.491451,-1025.730226,-279.0606039,-805.3664948,-1182.408316,-430.7827356
288,-419.0319223,-777.2880409,-716.9651778,-423.5302845,-1399.393225,-166.9141512,-952.7038216,-940.3451902,-448.1260463,-368.0778243,-1140.261636,-795.4080996,-307.6141344,-261.0385846,-330.3029846,-1198.165757,-259.0018464,-1163.711838,-1505.120208,-1287.481445,-219.3162346,-1062.843898,-966.5399392,-204.7204497
289,-429.520122,-788.505679,-1343.547857,-1016.357016,-1489.789372,-429.3298297,-906.6146612,-1138.493994,-989.5224672,-399.3135648,-1335.649296,-806.7100332,-262.0150348,-383.181036,-229.756613,-1312.926762,-697.8562576,-544.5138978,-1471.139576,-1265.954067,-839.7006591,-1454.597929,-1025.967208,-328.4844313
290,-744.4809924,-724.775235,-910.1702545,-1085.677358,-1423.336744,-105.8250687,-690.4477439,-1245.054816,-560.0775297,-386.6383194,-1032.802298,-852.8517985,-328.0542046,-240.4347086,-372.1950148,-1232.349613,-420.2102378,-1008.835535,-1400.107312,-1216.932108,-576.148936,-1094.549564,-1357.941229,-310.4455959
291,-315.4132248,-880.9327182,-1052.9148,-1364.757195,-1602.670037,-337.098935,-620.8441102,-849.1924028,-706.2718017,-429.0414502,-839.2517451,-415.262781,-134.298712,-395.510515,-271.5971687,-1287.842188,-500.5162289,-719.8083933,-1456.059515,-1366.571413,-465.3207944,-1453.738653,-1378.534659,-236.333258
292,-316.7478443,-1493.445139,-1219.426676,-1414.94055,-1372.188506,-270.7786442,-712.0093237,-583.9512446,-831.7819663,-884.7950601,-1233.096372,-975.4691969,-206.6213901,-295.3747592,-296.7924224,-1241.537536,-526.2621207,-838.5778589,-1481.396657,-1280.754377,-270.0384422,-1178.758693,-648.3547563,-280.1638026
293,-331.0925453,-897.9795541,-1079.443429,-439.2792325,-1286.516535,-137.7412442,-1095.295216,-901.1969218,-328.2078412,-1090.556897,-647.566633,-588.1535696,-98.25467922,-237.033326,-166.491628,-890.1124509,-531.9922677,-641.8547888,-1435.711368,-1347.396195,-236.3975928,-1350.473074,-1062.142184,-336.918297
294,-558.0247818,-1125.487536,-1050.97083,-1040.08647,-1507.340212,-404.4889528,-873.3174353,-1300.732615,-714.0968026,-845.9640276,-946.1362044,-216.7026902,-166.9246765,-291.5063771,-105.106772,-1038.441173,-292.9108218,-504.4999059,-1534.515296,-1336.368926,-206.5954896,-893.5671994,-897.2573167,-650.0641149
295,-399.7261182,-818.8132113,-1286.895003,-1039.858059,-1535.971246,-385.8736329,-1008.55306,-761.0002846,-297.282586,-550.6109958,-913.7067664,-860.5933199,-236.5690666,-390.1431518,-300.9873893,-1045.815564,-138.0099739,-981.1529135,-1529.425132,-1065.273432,-518.3459414,-1488.297859,-920.5190608,-989.7673192
296,-369.5368693,-1016.412118,-724.7243914,-994.3045469,-1461.844268,-383.6427039,-436.6127413,-1227.088031,-849.1749005,-132.7469329,-1225.075003,-795.8653109,-136.013044,-329.3583523,-172.7642298,-1124.801456,-427.39296,-1075.065799,-1465.955806,-1055.871952,-562.4026245,-1191.201306,-1321.028296,-743.4417308
297,-455.5571086,-1374.617873,-1141.761218,-748.1005115,-1441.550708,-523.3423528,-797.627551,-1310.04938,-876.0541066,-200.7241584,-1046.790639,-765.2238879,-237.2533771,-294.6292642,-619.5966023,-824.9648776,-395.1784196,-1241.483918,-1377.51453,-642.7993074,-314.338366,-1138.862007,-716.3838839,-599.9515744
298,-395.7573842,-1395.420986,-608.0585146,-1304.627993,-1497.108073,-391.697636,-1259.507857,-1119.032749,-238.7662065,-271.257592,-549.6902224,-703.7849076,-370.9331015,-365.1187353,-365.3098139,-1061.601647,-453.3986874,-1028.523114,-1493.83589,-1222.794148,-549.4408912,-1141.890284,-1361.838429,-303.2851117
299,-557.7319746,-1127.377995,-334.4667918,-1181.707056,-1586.607886,-301.2223385,-1003.663145,-999.4188294,-662.5197403,-284.9999208,-1000.781326,-682.3799899,-305.6617035,-404.1843179,-247.6201009,-1111.976031,-301.2062217,-861.3967733,-1182.250474,-1337.672581,-568.7787004,-501.585376,-1347.605689,-310.6968015
