batch,1xw6g728 - Epoch-avg,3ikscgpw - Epoch-avg,1twuzz0d - Epoch-avg,50vwwpjb - Epoch-avg,16a1i3ou - Epoch-avg,2s1kqq8c - Epoch-avg,1nroeh36 - Epoch-avg,ktrh2tkl - Epoch-avg,26r5cpnz - Epoch-avg,3d186l6u - Epoch-avg,27og179w - Epoch-avg,3ejpsk49 - Epoch-avg,xu3egzm4 - Epoch-avg,uyyj5cdd - Epoch-avg,3otyqg6q - Epoch-avg,u4cisnjv - Epoch-avg,3mcy4b9i - Epoch-avg,27oykizm - Epoch-avg,ooloz8zs - Epoch-avg,3b7oeaot - Epoch-avg,32c6fel3 - Epoch-avg,1342oi5w - Epoch-avg,othglsno - Epoch-avg,3silhylu - Epoch-avg
70,-193.7321806,-598.8173971,-329.5524469,-402.8571246,-662.3093769,-490.8291338,-660.556069,-573.2475703,-879.8998702,-298.248868,-202.5771729,-463.461305,-421.1520037,-563.3697414,-885.9259025,-992.0630453,-362.1564072,-223.6441692,-699.7576587,-699.3723954,-899.1280471,-591.3634951,-217.1382744,-1485.413542
71,-230.1322986,-635.859458,-161.9345311,-498.0943498,-1026.687151,-192.7216943,-521.8764261,-1124.566199,-750.5149268,-332.2686428,-300.2901621,-320.7891002,-450.0104654,-477.5181158,-221.9307374,-971.9797405,-347.427107,-324.2113343,-822.4255723,-693.475323,-810.778861,-484.6119012,-132.1208262,-1192.768761
72,-165.3467501,-470.8414337,-96.47266687,-766.0207921,-1152.687238,-259.768723,-153.3096816,-1172.449211,-878.0316359,-370.1029697,-490.9635189,-378.1225077,-483.2289943,-530.8603658,-400.5876548,-1036.652385,-340.1259827,-351.1286561,-942.5072736,-763.026589,-1063.317728,-484.9813741,-418.7672482,-1199.198762
73,-616.3868152,-500.3856916,-568.4940646,-620.1779763,-879.5094707,-442.3510046,-593.261783,-1084.474018,-428.1178296,-430.7717977,-365.5257454,-122.9984506,-692.3117633,-784.4266718,-454.7127523,-525.8290576,-378.3639107,-296.4833265,-1361.559289,-664.5294796,-293.1198825,-523.8901333,-222.281627,-1195.963812
74,-292.982555,-675.7022865,-254.0286811,-366.1407381,-1387.041564,-425.2172395,-326.5191041,-1014.460403,-1300.069827,-805.5604395,-325.6434727,-742.6013048,-291.9096951,-395.6158911,-158.4386256,-405.2786431,-209.194244,-236.2158041,-1271.592506,-691.4524757,-775.3596399,-511.3139395,-414.0771791,-1240.67186
75,-263.4787319,-596.0676114,-162.5059942,-408.4154757,-1308.481292,-254.7233156,-159.1100418,-885.7707982,-1149.074814,-469.5590725,-102.5633864,-597.9765915,-204.3895305,-531.7826848,-158.7783135,-1061.351893,-504.7308095,-416.9025209,-1086.018493,-707.9811506,-433.8285126,-749.9856685,-293.749317,-1100.396662
76,-285.5387065,-468.5189315,-327.6921032,-231.1278756,-1386.04088,-228.7398148,-403.7026639,-1246.197332,-586.0068193,-952.5094476,-243.9137311,-350.7242775,-264.1733915,-243.9345983,-249.371776,-1188.966848,-389.7069741,-187.8783191,-1031.092567,-309.3460677,-394.8812005,-669.5506552,-182.9360632,-420.1411874
77,-391.3088282,-687.2221814,-257.2885938,-366.5039,-1384.43855,-1158.027377,-420.1250443,-1243.923487,-106.6308558,-201.1309887,-199.4808706,-881.4332877,-265.7411998,-356.5404327,-160.374457,-1013.187312,-65.11251978,-158.3286897,-1017.304294,-627.5698218,-99.20810884,-477.6875604,-222.0909764,-1373.039214
78,-262.7055676,-688.3694431,-267.6771138,-371.1507367,-1293.035158,-707.3443798,-373.766642,-1347.681761,-744.1121143,-400.1291895,-235.8546948,-332.547172,-160.2567884,-268.7275826,-401.4979969,-1188.406502,-504.2730031,-161.6258489,-234.0560336,-646.534205,-549.9618112,-325.0540612,-515.0204255,-825.3455642
79,-254.4057273,-613.7773692,-202.062491,-487.031757,-1371.107358,-483.6718485,-324.9599913,-1216.355742,-1193.759908,-626.367096,-282.9783053,-357.0327123,-319.5223059,-198.7227847,-185.1346851,-923.4118683,-329.0951397,-349.4157526,-674.0078767,-782.2068759,-418.7051291,-173.0011202,-349.1699679,-1567.752724
80,-178.6990558,-540.5247475,-283.4919003,-718.2951444,-1443.182679,-694.6623122,-238.288869,-954.4426589,-846.6206633,-301.4667787,-418.1547559,-443.57374,-201.092092,-384.4789886,-546.9012657,-1292.525557,-490.5601783,-323.4404295,-1135.994048,-637.9139557,-799.1792026,-236.1501378,-797.6170792,-833.4267915
81,-325.9152102,-698.4548418,-322.1673768,-494.3083365,-1229.322719,-683.4620065,-876.5196565,-1362.019768,-671.3018161,-268.0191234,-274.2233735,-316.9610048,-130.0986381,-283.7995628,-679.5017484,-918.559116,-621.0519453,-385.96586,-924.1912188,-1084.891726,-646.2781472,-348.2814014,-332.7259072,-259.9089232
82,-124.7486971,-1090.786826,-198.5256279,-544.1456246,-1434.380931,-421.0658965,-190.3757509,-1309.743808,-398.8037628,-330.1366612,-343.5030852,-557.1463234,-236.9131958,-360.3184358,-776.0978576,-513.8785854,-271.7547954,-278.2271353,-208.0493487,-1197.792222,-394.8327613,-407.4069706,-199.9618247,-955.3677661
83,-126.8305265,-738.1862097,-373.314927,-305.8933096,-1385.923878,-672.0386167,-600.3217879,-1275.812108,-457.1019216,-271.9311618,-173.936051,-697.7230565,-95.81693333,-225.7798581,-252.6856548,-669.6324884,-454.8794647,-324.7590699,-427.9124836,-890.153856,-429.5741539,-845.7321939,-310.7219507,-962.3947345
84,-182.2183983,-787.755368,-202.3073415,-303.3063387,-1370.621373,-577.2817093,-536.9651326,-1003.934597,-388.1769095,-133.7541716,-262.710962,-387.1624298,-469.0499136,-342.0769918,-320.2408571,-773.0038556,-233.1384831,-254.0906016,-846.4261492,-798.1852755,-307.9156444,-387.7208839,-807.0322811,-532.0906883
85,-268.3635611,-538.6689203,-419.778841,-133.9528429,-1524.361277,-516.8803963,-915.7781793,-889.0872081,-769.7478927,-647.424485,-175.112574,-456.0086645,-264.9135601,-479.2589126,-160.3320546,-798.9614776,-167.0927584,-552.9180452,-1051.362913,-1112.592983,-1048.519643,-329.952565,-848.2853409,-1125.312926
86,-159.7637287,-698.1507073,-825.3566321,-375.7478982,-1567.880514,-691.1607226,-490.5302313,-970.7103803,-507.4988526,-169.7144609,-167.7719106,-651.1000546,-266.8839549,-684.2428242,-225.180982,-623.1009364,-280.88338,-591.3515028,-1178.897815,-1114.859595,-238.428082,-477.1868346,-618.6471189,-1121.68984
87,-62.08919909,-751.4328091,-237.0916729,-170.4835227,-1422.919857,-342.7122657,-232.9406935,-878.6568592,-266.0284065,-235.2003278,-135.3362509,-495.7605968,-226.304475,-678.2286697,-253.4741566,-277.4194209,-262.6753117,-524.5754901,-1189.469151,-1185.813575,-313.2437582,-189.9107423,-484.062426,-1058.074306
88,-257.4438582,-779.2164661,-403.0573511,-1081.268146,-1329.600494,-160.8297535,-160.6633215,-1137.346534,-479.5954305,-232.5935211,-476.0485018,-201.3350877,-163.857986,-703.9116503,-154.7304065,-382.7748621,-282.186114,-197.2705202,-1193.709325,-1094.848952,-522.3201796,-188.3555346,-298.9218843,-764.688197
89,-191.3101132,-771.2554473,-198.05056,-372.8775628,-1329.699243,-163.7328513,-222.9634027,-1093.361003,-918.1377279,-167.7092849,-631.9656567,-207.6834982,-95.50027807,-695.2044582,-287.3455868,-641.6496679,-166.342279,-431.6656612,-1038.639305,-1207.628537,-434.7873456,-163.1680323,-67.1217629,-937.5789683
90,-100.3171137,-778.2474817,-98.8233037,-615.1216554,-1384.157381,-226.0457023,-97.41995097,-1175.232182,-423.8850876,-526.3160505,-567.9013911,-330.7047891,-700.738526,-924.9628695,-390.3823514,-383.4257181,-276.8178494,-567.5508006,-1124.882038,-1053.080803,-505.9353086,-199.6620111,-599.4768924,-783.9226626
91,-270.4539074,-900.2080323,-134.6434029,-370.5186345,-1451.926845,-129.3408792,-160.1031067,-1170.526229,-404.673514,-781.6063126,-505.5128376,-323.5172108,-356.0758724,-892.7309067,-383.4619495,-429.3170622,-433.9712122,-349.1398269,-68.51195115,-887.4703274,-757.3987836,-354.9299679,-367.6621715,-575.7842452
92,-510.108422,-1012.034299,-301.6571678,-240.1979921,-1441.571175,-196.698395,-362.862694,-999.3722444,-631.7412195,-332.067512,-270.7523588,-747.1990695,-246.3462211,-532.9878967,-312.5492562,-1204.56677,-496.9053345,-287.1348839,-407.7474345,-526.1967361,-337.2769815,-248.271962,-167.8722008,-442.0063293
93,-187.0536349,-733.9745903,-227.8955546,-657.6731132,-1440.660503,-251.6816282,-723.8002897,-1084.553769,-647.6613021,-408.2974955,-324.6139329,-261.3130115,-163.5274216,-418.0769592,-187.6569539,-1329.565066,-371.6784689,-736.0764575,-382.3673115,-261.1379238,-764.3998289,-544.9131767,-366.3956027,-293.6897792
94,-284.5467833,-788.3976011,-311.0829133,-277.1360052,-1397.526514,-296.3617536,-646.0501304,-568.6144954,-666.2090505,-335.5500507,-407.5057553,-237.2692286,-735.6643141,-568.4999553,-308.6118702,-1342.892395,-369.9116044,-219.8784908,-632.8850289,-1069.371809,-631.1346131,-413.1040268,-136.3168388,-525.0154254
95,-757.7962554,-788.222739,-240.2124408,-101.8745278,-1425.88712,-273.370896,-681.3913379,-1295.772477,-603.914688,-259.0124159,-208.7002444,-296.0782399,-1010.323204,-763.2894041,-123.161641,-1297.273604,-432.492179,-319.7053055,-647.840626,-519.2007575,-524.4597255,-167.0259055,-636.8245777,-269.8277248
96,-522.4952914,-791.1393098,-231.4212787,-349.3149265,-1569.679455,-269.8166655,-680.9090935,-829.7700476,-545.7111283,-234.1966882,-265.0990914,-354.0270143,-833.0681514,-756.9486788,-323.2711361,-1318.821447,-242.5480066,-262.134964,-754.6664162,-654.7875479,-498.0899391,-414.7389635,-873.4116595,-289.9352774
97,-35.54291358,-751.8868163,-236.9751217,-685.3195301,-1513.379267,-396.0194094,-486.1690251,-736.0610504,-547.5407287,-168.6978029,-269.9983187,-388.6369686,-1135.482606,-523.5220979,-189.6038108,-1388.076293,-196.4658581,-378.0078285,-717.9243815,-208.900858,-391.5216702,-232.7442379,-225.2921309,-557.0971171
98,-127.0438082,-934.2238194,-130.3093847,-134.2278338,-1384.586512,-268.7919262,-879.3678777,-686.08465,-990.209217,-198.8711296,-238.3462318,-521.9322849,-1155.155378,-432.7617864,-223.1354151,-1395.321402,-200.951112,-226.7138787,-766.9838397,-463.2830123,-699.9484857,-674.7310753,-472.0598926,-785.7621559
99,-159.9965431,-875.2140111,-262.4086245,-421.3563586,-1413.915354,-129.5333613,-650.5866283,-1252.155483,-511.4817183,-168.9748932,-160.6877094,-384.7056399,-346.3462234,-600.9496276,-189.1758035,-1315.842992,-166.3567661,-192.0050323,-853.4648172,-542.9838624,-406.6504138,-225.4206509,-393.439986,-559.5247754
100,-190.7463947,-903.9835459,-287.3644772,-172.2989768,-1542.377843,-132.6090346,-1060.676196,-1048.049272,-515.2090304,-269.1454254,-131.1615461,-223.3328998,-1075.298526,-579.0764375,-306.9954939,-1169.002423,-312.39096,-128.581891,-701.7629497,-170.0971198,-752.5820174,-237.1025413,-355.3014293,-1104.350673
101,-180.8144311,-867.9937065,-592.48973,-628.1942807,-1370.359506,-170.0745342,-1091.486557,-1171.721336,-769.6108971,-508.2127357,-192.1202885,-224.2702406,-582.0538633,-699.5701394,-339.8829528,-1292.996344,-268.0050559,-155.116557,-808.6912567,-486.7218156,-603.6233377,-351.0790239,-527.8463713,-720.6689954
102,-250.9636449,-905.7345632,-513.1093161,-310.7158437,-1424.754102,-269.9108697,-892.2604047,-881.7272998,-710.8142511,-759.1192621,-532.3284251,-188.5332126,-291.7323185,-798.2828801,-254.4128037,-1209.493558,-876.0622938,-190.3985348,-765.4252507,-708.3950749,-401.8058388,-592.2735521,-672.1714272,-744.7268627
103,-249.8677977,-896.7922372,-425.479574,-266.8577274,-1477.181185,-94.71894698,-1029.627942,-1148.905248,-1073.631421,-431.1018581,-431.4725086,-564.0401685,-130.2333103,-729.0003873,-309.5567455,-1188.536942,-711.4299079,-127.0865696,-554.6306186,-801.9655866,-227.5450141,-235.471948,-496.7629529,-771.3305381
104,-498.6612067,-1054.13596,-543.7231487,-339.6886396,-1379.16723,-322.0825943,-1015.654103,-930.675994,-715.5219506,-411.0701586,-1060.700791,-526.8426498,-783.2051558,-675.278248,-311.3256912,-969.5311503,-324.1611591,-393.9125878,-724.6708705,-809.5373455,-393.0511153,-191.3062171,-556.8175888,-688.2755053
105,-285.2580926,-1191.301135,-314.9348553,-692.5953893,-1394.763021,-195.6250912,-902.8314364,-906.245041,-674.2541459,-264.0359586,-508.1657323,-253.8173372,-521.1384877,-741.0942429,-245.4218794,-892.2512282,-337.2350282,-313.5274126,-634.9918409,-1222.966827,-268.8094657,-362.9457645,-646.6933677,-778.4108172
106,-960.4093639,-777.813061,-406.4539641,-362.8167861,-1641.979433,-300.0090419,-662.6542022,-905.4514151,-864.464702,-329.5533399,-761.7433602,-366.424464,-480.7186201,-761.1707356,-259.8161746,-753.4480573,-688.6419207,-247.8231001,-597.5873554,-1174.520645,-325.1518624,-166.9962095,-651.4274332,-719.5476874
107,-665.4574151,-1266.912332,-98.78768016,-671.2974425,-1429.720062,-242.1936027,-168.7540297,-909.6400314,-481.1056499,-315.420104,-237.5521001,-248.7187782,-162.7056836,-816.0193472,-253.4183601,-927.8550365,-788.9465772,-129.196136,-204.4876485,-831.8081365,-103.3714109,-305.1695479,-1085.324528,-788.2431143
108,-728.677451,-710.9328133,-130.6284187,-789.1389958,-1567.321547,-233.94153,-448.6943354,-1160.117278,-747.7750645,-375.3698705,-867.9876956,-94.68535945,-188.5164838,-295.5167761,-125.3732515,-461.3742454,-818.4406273,-426.7533069,-36.31937394,-1028.420271,-441.4206464,-195.3989105,-335.1704983,-643.3716239
109,-837.3002849,-1235.51792,-598.8205167,-429.6355216,-1484.848132,-455.2672517,-434.4862202,-1035.213425,-749.2696868,-164.1496218,-329.672308,-492.2007074,-400.4445833,-362.8810856,-441.4689396,-856.1122816,-691.9797762,-224.5166769,-416.2963109,-980.8105114,-741.4995025,-428.6232732,-433.2957582,-723.8549922
110,-664.4691626,-763.468659,-528.6977415,-385.2423569,-1283.69457,-193.9597005,-229.9830773,-1157.359499,-688.9727625,-596.0672696,-188.208459,-329.6514875,-126.6656523,-329.9704046,-185.6424376,-1179.215692,-787.3858249,-195.5736268,-287.2656248,-937.216936,-1020.556483,-306.8507052,-604.6565549,-719.7227669
111,-754.9430908,-1278.318,-307.2751733,-341.2898096,-1521.304308,-326.4076017,-195.7670554,-1102.287022,-287.4547886,-510.8563834,-166.9782071,-409.9840992,-426.2125738,-132.8385861,-322.7083432,-345.5433321,-806.9047666,-346.9331033,-636.9201357,-764.6243676,-1013.482998,-323.8450326,-516.320931,-922.5348178
112,-720.1952554,-1102.74091,-391.5708224,-200.7859439,-1378.238066,-489.429874,-285.6036846,-1212.350818,-614.7567604,-599.4918602,-350.0997918,-260.087345,-544.0379217,-774.6280494,-158.1599504,-208.7249754,-789.4922825,-473.8577232,-767.1071423,-958.4456495,-794.3392656,-195.5681695,-497.7393365,-551.7227831
113,-600.0929761,-1058.319887,-364.268598,-510.499881,-1473.517631,-451.0032129,-162.5240775,-1103.954962,-461.5382487,-1013.129501,-328.4059667,-286.6665461,-223.9216835,-567.9335784,-94.26872588,-270.6539114,-569.69319,-325.2972899,-1024.690639,-900.7433748,-261.4072818,-238.6441491,-261.1853458,-599.1815762
114,-744.6285877,-1232.319084,-924.082662,-655.2040742,-1610.041036,-225.517195,-921.6650582,-1059.106685,-855.796649,-917.2045879,-227.9127917,-248.7712402,-558.4061541,-351.6645608,-419.2988745,-586.0747636,-671.5492223,-373.4451236,-485.1604964,-1076.433658,-169.7732521,-256.8933436,-794.5869373,-636.7476786
115,-616.9143726,-1294.83304,-935.765924,-292.4782335,-1233.033025,-482.793996,-269.0857469,-1254.211984,-1048.967526,-1208.671156,-566.4466011,-197.2723962,-277.4413152,-782.8218387,-230.8671442,-925.6428879,-654.0217359,-193.8282688,-699.2368992,-1178.3373,-543.1793965,-460.2314586,-468.7069763,-706.1988924
116,-532.5822406,-1290.649628,-751.834716,-434.9178708,-1539.086686,-421.5142573,-201.7334177,-1420.136293,-322.9981129,-1263.826955,-378.0065418,-375.5542956,-421.5372878,-787.6607072,-222.6659832,-863.6608711,-277.3232192,-364.0384932,-666.5910438,-1110.709739,-484.9543937,-632.6277939,-413.8480207,-723.9759369
117,-635.7596986,-1267.266683,-724.7077692,-270.5513664,-1153.471766,-337.338099,-243.350236,-1099.725978,-600.405597,-744.4971978,-602.2348512,-465.322315,-275.6928974,-1027.541974,-312.2931874,-741.7335641,-509.7129731,-220.7776472,-272.1279208,-1193.200527,-561.3832425,-163.6112231,-358.6325082,-843.7922789
118,-566.0009233,-1390.057149,-684.3815359,-720.2711457,-1576.481671,-228.8914027,-133.8632752,-1110.884977,-607.3935948,-1054.59579,-649.1181832,-434.9639995,-218.5960364,-696.296625,-154.4360303,-1022.933525,-560.0084417,-226.4976349,-246.401152,-1374.864308,-489.7587333,-257.9410384,-163.8935843,-1143.262096
119,-163.7973843,-1222.679021,-552.634501,-704.294321,-1504.314005,-364.6211551,-303.9940362,-1107.922967,-169.5269712,-847.4812478,-422.3788543,-434.5520704,-255.9470486,-376.5653915,-159.5217023,-965.07133,-184.3171746,-99.20508543,-713.1244518,-1374.206856,-336.7262979,-411.155225,-262.3983831,-1179.912067
120,-257.1872093,-1244.507732,-176.2586436,-660.937806,-1532.069343,-363.5126036,-928.1540572,-1138.228668,-563.5673873,-794.1980422,-799.1481268,-690.7046465,-707.6977823,-711.1068584,-308.600979,-667.3049999,-663.720281,-194.5252211,-474.792352,-1372.986595,-273.9837979,-719.100011,-460.6476397,-933.5780987
121,-196.6848752,-948.8033074,-764.6718441,-385.8159464,-1539.070377,-129.3042321,-963.3052733,-1123.043994,-504.0262025,-464.3243569,-459.0886277,-413.862859,-636.7127328,-997.9459951,-533.213663,-833.9938623,-614.7578461,-890.6210923,-694.1064727,-1320.305718,-238.182046,-685.1198331,-616.2284444,-714.3550212
122,-130.0102952,-1451.243851,-543.3987602,-204.3771839,-1586.198071,-359.542307,-410.400408,-1300.177349,-539.4266411,-657.2046328,-283.2653496,-141.7728851,-733.2750722,-623.2060531,-638.7050592,-999.0299532,-308.4817917,-454.975889,-738.9401091,-1355.812621,-166.8283742,-788.164456,-461.5582554,-667.4978348
123,-232.2691617,-1358.302432,-1054.64072,-563.072837,-1229.409091,-385.4240867,-163.9478202,-1345.533723,-658.3010919,-987.9186234,-529.291741,-197.175949,-509.0057392,-750.9994404,-957.3332257,-1133.497137,-232.8822535,-227.1444113,-687.2615452,-1383.786425,-620.930832,-483.6675549,-257.1694572,-630.4825731
124,-66.64845864,-1063.927865,-868.1781618,-976.3432365,-1618.743709,-329.00674,-536.5381372,-1306.24423,-483.5341985,-369.0907017,-502.425975,-425.1255467,-562.8344058,-461.5168958,-794.0307277,-698.2545551,-497.7263611,-162.3629569,-783.1478878,-1341.292536,-413.4981984,-324.2129528,-96.29669081,-476.3228452
125,-257.3424925,-1329.060214,-951.385481,-915.9046433,-1440.295399,-522.5689335,-99.13816612,-1118.836735,-345.3426011,-235.9605916,-379.0577537,-534.3239297,-571.5202593,-848.3630584,-975.8592925,-1286.864599,-215.2687519,-473.9547566,-824.8514483,-1422.098623,-334.3950566,-618.882465,-303.6028963,-1134.284687
126,-233.3375769,-1360.202998,-680.9594111,-809.2118896,-1398.435294,-280.7107943,-294.5497604,-1346.663375,-259.5242813,-340.919263,-216.6960637,-133.0746758,-1012.728885,-947.2913657,-583.7305793,-721.5808256,-204.2963864,-284.6827576,-966.5238107,-1344.569946,-342.0969376,-581.1636323,-275.9820269,-279.5016856
127,-293.3441294,-1246.919632,-1120.258447,-172.9921415,-1539.930046,-484.8821712,-273.7408967,-1259.821237,-320.5700188,-438.7745583,-159.8923623,-328.9900612,-590.1361948,-746.2112914,-767.9413207,-860.6089197,-233.5096028,-257.1567225,-795.6930712,-1316.837401,-957.3899718,-226.7666469,-186.9930357,-659.8580653
128,-326.7270048,-1456.456063,-1035.682745,-430.103568,-1486.274729,-237.89664,-248.1721456,-1283.010085,-226.056235,-549.3377235,-237.8777541,-165.9466324,-707.8556077,-819.7302536,-719.2856249,-997.2538321,-702.9596493,-666.2272044,-1039.87648,-1349.963337,-137.6418762,-555.6880068,-96.28923907,-675.6835377
129,-232.5729535,-1401.020451,-1067.629105,-166.7411449,-1329.636721,-402.5078686,-139.6042496,-752.7910175,-541.6929935,-766.7826192,-194.5533039,-424.4826389,-187.4828313,-612.3310992,-1344.172011,-274.3146944,-175.0153671,-405.5609005,-925.6817139,-1383.934186,-533.9180963,-629.6745884,-191.6163408,-923.8556435
130,-287.9022718,-1353.058968,-738.8545248,-970.3455762,-1454.210318,-551.5450014,-75.16125885,-803.0430689,-1088.971298,-591.6944314,-225.3645334,-65.82728802,-340.4522388,-689.3090696,-1028.915851,-1199.143791,-269.4554661,-256.5336338,-937.1734287,-1388.544194,-597.3978412,-190.8196379,-96.3185267,-785.917988
131,-459.9955773,-1391.804735,-736.5063643,-665.6895721,-1561.977529,-427.0610533,-372.1511669,-921.9652837,-363.0540311,-559.1354996,-271.1313653,-164.8082642,-537.3780325,-220.9097934,-1142.323497,-1077.19102,-504.3161737,-417.0509507,-937.5492186,-1432.004652,-229.1641447,-959.8884381,-222.3472335,-324.8157104
132,-390.8308723,-1448.629756,-973.6605031,-565.8946278,-1320.916411,-272.6729209,-308.2658958,-360.9271203,-890.695159,-401.1415884,-158.7230494,-339.6560578,-370.6106825,-345.952373,-403.4448888,-1265.622012,-207.3658583,-391.4015667,-945.9753332,-1443.349503,-697.246369,-798.0706595,-156.0566654,-780.9438409
133,-363.0945525,-937.8221443,-848.5805603,-430.5005702,-1172.922804,-163.5924987,-581.2818862,-1107.187363,-951.2745537,-1029.684177,-231.943739,-706.1001287,-64.88923948,-505.4326885,-857.5795951,-731.3355538,-682.2911835,-220.7788771,-882.3313379,-1378.863058,-347.2944604,-822.2164877,-258.8103134,-395.4586417
134,-128.9772381,-1062.953086,-654.2022467,-752.856583,-1368.345749,-256.8068567,-641.5541158,-967.2078828,-713.1243881,-198.1620465,-550.1246397,-262.0830884,-340.8145548,-580.6743075,-1193.108874,-916.8594811,-206.847599,-189.5398738,-895.0552506,-1377.747398,-239.653836,-720.7988255,-585.2185828,-629.2182099
135,-467.5812547,-740.5465106,-541.6899696,-882.9040104,-1093.54714,-329.9426128,-1046.809491,-982.5392516,-697.4575738,-332.9475318,-229.3233319,-229.546916,-454.9429263,-519.2485665,-267.657907,-799.8530372,-465.8320478,-254.4347897,-850.8399575,-1289.360003,-306.3762077,-659.0660997,-1195.391739,-962.9358785
136,-724.2501583,-665.7378411,-692.5853102,-308.3954223,-1375.299154,-206.1468144,-1213.908948,-1142.678569,-618.2879351,-561.1128766,-538.3594606,-166.9884546,-374.8851281,-534.2489528,-266.6226713,-781.6366377,-183.9915299,-342.3947251,-831.7679455,-1324.775649,-166.39997,-842.1585007,-598.7126255,-1222.931113
137,-899.7367771,-850.5151286,-1077.776258,-469.4483956,-1463.001052,-227.5703977,-1277.391192,-1125.586255,-935.3437197,-616.5761225,-387.6576903,-133.4850224,-350.5229977,-1242.139942,-643.3149457,-934.2264704,-596.5746514,-394.1797252,-943.3098283,-1352.313206,-518.8881029,-1297.386846,-138.527681,-938.7648405
138,-637.4416523,-791.2902987,-423.4234936,-257.4411064,-1551.749386,-1082.186541,-431.1688323,-981.0798517,-339.6515683,-644.9849454,-297.8434874,-65.8775109,-357.1483921,-1032.134069,-277.6065291,-1177.484204,-204.6168847,-415.5404334,-947.4114414,-1210.343797,-261.9792057,-395.5165165,-512.9685071,-1197.171974
139,-435.8876086,-1349.161028,-589.2497005,-273.9122388,-1380.117011,-204.8840105,-729.4244288,-1252.484351,-613.0812712,-523.2058764,-266.3455387,-202.2412301,-356.3010934,-742.1641308,-278.7234161,-984.0115324,-171.9031005,-380.9476616,-839.6805003,-748.0232458,-366.7589789,-1375.130204,-199.0906628,-661.5286137
140,-398.2018892,-1185.471999,-751.7735318,-288.8665761,-1482.658222,-311.3736703,-471.2676083,-1134.452132,-654.086136,-824.4130284,-129.5596701,-326.3549932,-262.6566045,-476.6538085,-643.675628,-1028.406317,-561.6792497,-255.20918,-840.5525371,-601.6055609,-566.9959965,-1344.039029,-128.173187,-891.8710033
141,-258.6237962,-1138.28177,-555.1636342,-803.710963,-1357.815368,-325.924322,-163.0055285,-1046.145995,-473.6733948,-727.947882,-196.0553265,-398.1590173,-495.6085833,-685.8243642,-1095.868662,-1163.135747,-929.988221,-703.3558053,-846.5910891,-1052.70599,-678.0728337,-1524.763492,-184.2820043,-999.002034
142,-597.3157673,-1132.468687,-1312.217465,-790.3902745,-1316.966991,-398.5933959,-362.8476498,-1145.503374,-475.4331742,-556.3820892,-233.823904,-268.3275504,-62.36381192,-306.6196448,-152.8258838,-591.3897246,-598.26028,-406.1573026,-1023.180242,-674.3655323,-466.884161,-1521.32471,-240.4875233,-999.4635969
143,-689.7725898,-1149.625794,-430.08213,-793.4870228,-1384.002726,-685.4858225,-514.3989143,-1102.229295,-515.153285,-977.4204855,-229.181667,-266.0291667,-222.5084606,-260.2077251,-1107.86752,-975.0077001,-303.3581181,-509.6436348,-945.4373585,-700.8293283,-173.8383197,-1517.466893,-569.5713094,-1090.292958
144,-156.0952118,-1006.6866,-863.6436801,-717.0321553,-1504.148742,-505.1685917,-732.4186036,-1197.673577,-506.9972469,-1060.116704,-545.7236408,-163.333413,-555.9687564,-340.6296217,-1128.130138,-312.3614817,-335.4215089,-953.4976011,-878.7060131,-1178.619842,-680.1733076,-782.7206631,-261.0704053,-1020.127936
145,-746.9172027,-1450.288527,-967.7744648,-542.7308288,-1424.215186,-727.1407556,-364.9691185,-1132.383858,-604.5607405,-948.0587892,-340.5323802,-903.378618,-775.0839689,-231.7635997,-809.0656615,-1097.203249,-70.46242572,-1276.712947,-895.7265405,-1031.197,-571.4291559,-1177.291981,-309.3651352,-1172.989475
146,-623.6807374,-1052.02973,-1325.469525,-356.8350857,-1403.35531,-198.275283,-365.5122183,-1158.560673,-550.4394319,-169.5552956,-543.6918491,-303.5260056,-421.5192974,-451.2007964,-691.1515941,-878.9100602,-673.0461703,-1196.470905,-882.8328394,-1071.430854,-234.7573952,-983.7929804,-195.9033629,-869.1053793
147,-779.3006998,-996.3404308,-574.8924544,-750.5039489,-1187.87146,-193.0209368,-144.9704501,-1282.889032,-759.9197491,-227.3969423,-777.2640025,-198.2631813,-257.2064889,-266.0878,-1219.223865,-788.6677497,-373.4247867,-1056.202992,-1012.742695,-933.7484006,-65.43039147,-516.3939554,-258.2037433,-892.2044851
148,-299.7511899,-1112.20246,-1027.566633,-468.8676588,-1334.081366,-259.6056646,-102.7328197,-1228.080972,-718.5091172,-430.5249984,-699.772162,-238.3148627,-227.2292085,-451.9855178,-778.2036932,-1131.936078,-449.7929544,-803.2202068,-742.1598899,-682.3599996,-313.6716789,-1501.129307,-129.2704806,-459.753279
149,-257.2374788,-1007.374651,-568.2957269,-428.1984661,-1422.113162,-195.5673895,-220.1305722,-1237.582371,-573.3016597,-263.172568,-459.1209076,-173.4057029,-626.428507,-400.9440477,-583.0508729,-1425.918924,-443.4900884,-725.0698312,-881.7332895,-957.3141226,-133.9618692,-1108.417074,-164.7062666,-291.7025773
150,-228.3856148,-1105.584493,-818.589307,-692.1158326,-1390.258313,-433.8732029,-440.6562292,-1296.214701,-541.2318358,-684.7827947,-586.9271139,-225.4478164,-507.2529098,-277.1756708,-636.2927134,-1259.801083,-662.4163135,-649.4245295,-920.3465821,-1008.111223,-391.4921026,-909.5060909,-227.2386015,-507.9675697
