batch,3rcvdvj9 - Epoch-avg,14wxldb2 - Epoch-avg,1mr08dak - Epoch-avg,q4vinlo0 - Epoch-avg,oj8q7z76 - Epoch-avg,2sezzrdx - Epoch-avg,9nrq3cnl - Epoch-avg,1n5j2rax - Epoch-avg,ulz3jb12 - Epoch-avg,1coy3mr5 - Epoch-avg,rr54n2f4 - Epoch-avg,2jqw6lu4 - Epoch-avg,363f3lmc - Epoch-avg,14bzgdj7 - Epoch-avg,2olfyl92 - Epoch-avg,k8r8hfnx - Epoch-avg,cn09x2es - Epoch-avg,mdrxxfhv - Epoch-avg,1rr22ns1 - Epoch-avg,2ruvh68i - Epoch-avg,1scdq7h1 - Epoch-avg,1hmh5gtz - Epoch-avg,3eo79fbn - Epoch-avg,12oto9ps - Epoch-avg,1os5wnh5 - Epoch-avg,1ey84ffm - Epoch-avg,2hip33eh - Epoch-avg,t3m35g3g - Epoch-avg,37r342ur - Epoch-avg,24pbctuu - Epoch-avg
247,-1361.444739,-1062.195373,-1091.506893,-183.8149175,-757.7310583,-285.0730844,-164.2494188,-214.0170889,-240.3485458,-813.7404517,-209.0536692,-377.2178344,-683.2010749,-311.7107584,-277.7903547,-555.2276614,-1183.98186,-1366.789579,-255.6424488,-1173.193954,-376.5154121,-958.7851757,-489.9683251,-341.0944457,-702.2165445,-771.831922,-1531.889261,-1124.540648,-823.1650654,-408.9427848
248,-1362.361554,-1056.028107,-943.355162,-304.6603828,-839.4530516,-255.9912632,-224.9291478,-278.8198021,-197.8600568,-936.0664805,-255.749859,-236.3867511,-378.6348124,-264.7033636,-700.0942098,-484.8045743,-1245.331424,-1350.733153,-400.1823929,-483.1910375,-192.2051628,-1233.56526,-244.4727494,-403.6365541,-1131.715736,-892.0231784,-1409.864646,-955.0676172,-1036.353937,-341.7843544
249,-1293.815942,-1117.014604,-1148.890956,-185.1977175,-946.4094994,-476.2598287,-285.858784,-248.9614434,-460.6581392,-816.8104411,-526.9769513,-228.0439312,-413.6956839,-208.1913592,-298.0012804,-410.3924213,-1226.085109,-1382.707894,-455.0037097,-558.5012422,-231.6575522,-1014.54676,-238.6971323,-336.9396306,-850.249682,-973.6899901,-1585.515796,-931.1467205,-1006.545473,-357.700894
250,-1205.017033,-1081.81967,-1068.348701,-312.5732751,-830.3437134,-298.081412,-495.8915603,-262.8605797,-240.073114,-896.9426246,-347.7494553,-535.3368154,-298.0779984,-295.3589328,-237.6786047,-389.099389,-1248.605584,-1166.564401,-113.0671317,-491.486052,-210.2814816,-728.6804232,-329.8240882,-488.0152245,-783.1226714,-1055.222832,-1490.829548,-667.6104087,-764.294079,-432.4319867
251,-1347.261442,-1098.321252,-1156.590599,-271.9184951,-1110.735729,-355.1433303,-819.4135847,-212.5513061,-336.3334556,-790.6781495,-419.4281137,-642.745063,-455.8075255,-197.4273652,-135.504385,-251.6011411,-1112.5193,-1210.804412,-411.8071394,-654.0230476,-237.7518987,-1001.601708,-234.3008882,-298.4640487,-1244.509762,-892.1200534,-1492.177497,-619.3370786,-941.20319,-233.0510922
252,-1320.122597,-975.5237492,-1039.525206,-222.8750744,-899.5852745,-481.5726988,-684.8034595,-274.082763,-258.434408,-933.23656,-275.6108875,-513.5764376,-567.108423,-692.8200931,-519.9567167,-344.9475148,-1340.576163,-1319.28581,-160.4537416,-778.8908837,-525.1490372,-1168.138527,-169.1826516,-313.7718961,-901.8736451,-927.9614355,-1495.172505,-417.31165,-690.0887283,-187.8696827
253,-1263.453892,-1089.113145,-902.5214134,-359.2304037,-1193.811437,-590.5326833,-414.658656,-238.2330623,-166.4484474,-983.0896447,-527.9172718,-342.6707763,-478.6181308,-262.8894834,-553.5163596,-721.9310896,-1242.5682,-1203.147072,-127.1573588,-865.0568881,-273.2290593,-1123.212496,-234.0344184,-309.3325846,-1007.201476,-822.5909073,-1426.692487,-472.4483749,-1082.691915,-497.3987887
254,-1149.033816,-1044.552404,-1129.010778,-232.5824775,-1093.663306,-395.8781533,-458.5847283,-188.8855752,-279.9264288,-1057.162931,-462.9760352,-478.0278462,-267.6675126,-132.0224488,-489.3962994,-428.9962724,-1221.496194,-1473.808824,-212.5661339,-631.5383328,-151.7286953,-675.1503945,-281.1330121,-431.1428029,-796.3103423,-800.375974,-1420.014534,-564.3623678,-1274.707329,-241.0300148
255,-1298.798554,-1026.609166,-1102.115714,-257.3466083,-693.2716189,-165.3252578,-712.1863579,-425.8702919,-261.0212099,-1108.257504,-211.0588899,-239.7291093,-405.7736331,-592.2259334,-249.652207,-595.7457218,-847.121408,-1232.820263,-223.6601714,-730.3575023,-396.2502183,-908.5382559,-491.5684601,-361.2245847,-905.0625842,-695.3615203,-1459.015903,-409.5114973,-1283.407135,-257.7586805
256,-1158.778926,-810.0651919,-633.2469429,-219.9673924,-1114.996919,-311.4655401,-627.5237392,-686.6666609,-595.8696793,-1175.467451,-259.4471478,-268.5106812,-205.3007901,-217.2130205,-371.4579355,-744.3005601,-998.1230101,-1194.227914,-271.5857446,-753.3135085,-498.8269015,-1408.84869,-244.4995777,-201.927041,-1183.08534,-670.9139348,-1380.808635,-452.1858036,-1196.712344,-139.3040712
257,-1189.739779,-945.7693664,-976.5808028,-142.6031387,-834.3651231,-120.8871864,-578.6805496,-422.9315346,-177.7560405,-1151.324039,-558.1805621,-272.3071875,-331.5962984,-201.9431687,-551.994235,-558.9185378,-1069.767078,-1157.960402,-328.9317916,-473.583461,-363.9011845,-658.1666085,-205.5919252,-560.8879412,-1154.275041,-743.686313,-1451.423223,-380.8196476,-1076.345176,-204.0164959
258,-1133.530472,-1038.262211,-606.2416545,-256.5838464,-908.9486824,-235.6102421,-439.039243,-213.9394633,-244.1502577,-1074.005146,-289.5949133,-456.6643559,-658.433798,-376.0637038,-614.9471453,-347.1528689,-986.7856204,-865.4397589,-130.7193827,-472.4010916,-322.8365704,-1060.138337,-399.7668089,-294.7133633,-1383.969466,-741.2198668,-1568.492817,-371.9657504,-982.6346224,-222.8764576
259,-1404.412349,-967.7125769,-977.5947522,-297.9985667,-571.5800169,-275.5458847,-690.5967335,-221.0720423,-278.5068376,-1142.000081,-318.5000681,-225.5256033,-938.8974909,-257.8273748,-630.5968828,-592.9138988,-925.2746001,-1019.36397,-142.4917873,-880.2444862,-422.5484228,-827.6480439,-191.1405406,-173.4831151,-625.323258,-739.0618451,-1619.338849,-335.1853367,-647.8210383,-299.4689465
260,-1392.704797,-1120.994883,-935.1052829,-185.0267087,-964.7419568,-155.4705146,-240.6230486,-223.9363101,-335.6980183,-1170.69274,-855.8057321,-297.2185611,-788.9143183,-622.2744357,-514.572981,-719.6602341,-780.4825626,-1068.351966,-292.2892201,-372.4813063,-547.9705574,-849.3164753,-399.6978188,-186.08773,-1195.908601,-777.1096335,-1425.045204,-332.89297,-1299.489373,-438.5564403
261,-1325.790455,-1274.136713,-773.6884081,-251.2588482,-803.1022746,-321.5628137,-491.8929289,-458.37808,-476.9209872,-1195.822209,-923.3300477,-434.9790905,-837.3553114,-221.2557073,-433.0219524,-513.3509774,-918.0589472,-759.909593,-377.599078,-906.2940575,-204.595695,-918.7447049,-982.9719175,-521.9065102,-974.6792247,-791.2597837,-1585.328672,-491.1735761,-919.1704082,-140.6557122
262,-1332.825151,-1204.6541,-1317.524238,-156.5993895,-481.7725976,-332.3549997,-463.0581122,-439.6047441,-325.0064531,-1134.793618,-823.1858069,-300.1454016,-460.2514327,-163.9424448,-330.0947474,-535.6051127,-860.8783497,-1118.049073,-271.8002613,-633.95987,-596.4095749,-1061.149418,-440.4419412,-389.5232419,-1042.12284,-791.8987954,-1502.212974,-258.5067062,-1083.670387,-325.2067084
263,-1316.47347,-1178.632937,-1072.420451,-394.8527506,-384.1203871,-233.5308786,-683.7805226,-248.438413,-365.4619445,-1076.734011,-375.9064994,-285.576605,-527.4602085,-371.6028414,-285.9677517,-285.655746,-1000.481692,-682.8479263,-504.370759,-235.5126761,-432.7686966,-708.1156808,-1028.227836,-244.1708961,-948.0631405,-745.8781281,-1550.838067,-380.0910216,-1111.709042,-285.3123825
264,-1382.200162,-1217.742525,-345.4585426,-658.0904128,-515.2678187,-1005.711465,-439.4000191,-240.0069722,-758.5940661,-1115.560967,-472.8462037,-266.8121403,-696.2758221,-261.0918737,-444.828671,-571.8525547,-1134.011905,-1106.728926,-266.2886759,-469.2131,-275.9891397,-864.4133661,-453.702087,-289.043922,-937.0811109,-737.2801575,-1534.34582,-255.759151,-1197.87456,-305.5353737
265,-1333.069174,-1181.632964,-856.5774634,-1037.17966,-289.0756459,-151.3619904,-633.4254643,-217.0463748,-354.6804007,-997.4852371,-233.0331102,-263.9973981,-501.8683076,-165.0552456,-351.0365816,-429.7811425,-1032.520105,-1285.063183,-208.2761139,-457.73973,-333.8396061,-290.9301857,-382.6663891,-128.0035292,-1013.77437,-735.3704763,-1549.694386,-240.1789711,-1272.15601,-231.6949216
266,-1235.507505,-1179.337467,-902.144984,-944.1035656,-249.6733197,-197.4942327,-420.5571569,-175.3929601,-413.5914656,-1029.794297,-804.7677652,-268.1229578,-350.6805325,-150.9650196,-526.0887502,-466.3385646,-893.085611,-1384.610754,-190.040116,-613.5557952,-308.0709453,-329.81451,-514.6579946,-228.5249878,-963.7693479,-760.4138994,-1593.35358,-248.3754857,-1288.24597,-298.2698154
267,-1270.294684,-1174.078338,-1043.692781,-938.6915647,-170.9460252,-273.6828736,-467.4816246,-133.9057176,-180.3176059,-966.7356428,-746.8335777,-190.4609695,-227.6146256,-168.9593587,-521.6416437,-392.0294884,-921.6372498,-1023.268458,-175.2232428,-710.5821504,-404.2723466,-1177.617574,-372.9501903,-425.5295201,-685.7407537,-797.7650275,-1527.052838,-396.999607,-1112.699638,-185.4599041
268,-1270.384873,-1133.899157,-833.3073543,-828.0236594,-448.3740078,-286.5488069,-414.2514139,-381.6875134,-372.3057609,-1029.367463,-450.3642116,-538.3586813,-636.1944006,-271.0001551,-465.9292394,-502.9596829,-980.1723631,-1050.920076,-64.44012722,-682.4605807,-214.6891581,-818.7186196,-548.7479822,-547.9269406,-942.174136,-771.4394132,-1585.78391,-419.5599944,-1303.341334,-280.4074954
269,-1227.253787,-1211.301625,-573.8180208,-729.7498598,-327.6240471,-702.4026126,-400.2245221,-575.1189131,-273.2842709,-978.1658171,-476.6916542,-324.1787284,-564.6773938,-238.7922189,-837.1171534,-386.4601548,-1052.42651,-1145.182336,-361.0287333,-190.1524492,-637.9147886,-910.3515151,-487.6295959,-701.598799,-960.9854261,-872.7456447,-1553.139731,-603.5914667,-1019.985897,-291.2980477
270,-1268.691467,-1204.627923,-807.11312,-694.8517258,-647.9856743,-843.9303499,-305.6778124,-414.8587091,-281.6995167,-1012.021529,-383.7938148,-582.1505215,-364.0983201,-319.9307628,-865.6076571,-441.0532268,-1070.399432,-1327.300614,-208.6849802,-254.0042286,-978.7746517,-665.5404859,-264.5065048,-776.3690339,-1170.137047,-858.4202624,-1419.492827,-564.1745909,-1283.236411,-627.3368948
271,-1379.531037,-1218.282779,-669.4279972,-811.9392917,-513.7972389,-227.3622901,-206.5971498,-210.391466,-496.8655812,-995.6955839,-465.8745042,-635.107038,-289.1492461,-268.5336584,-520.3871734,-386.9635224,-1180.913351,-1523.184589,-256.0147201,-390.3762309,-580.8191688,-802.8861182,-688.871512,-762.0012956,-872.144092,-780.3913802,-1620.69834,-1067.782486,-1228.252029,-539.7164896
272,-1386.564198,-1070.115195,-836.1562008,-1090.221094,-690.9085928,-214.8816669,-242.8703816,-212.0155126,-441.3949125,-1035.37211,-358.8286609,-353.0881173,-466.2699317,-214.1837297,-917.3173531,-177.2408254,-1115.643496,-1238.491608,-266.4510934,-900.4299059,-698.2365488,-934.5188996,-543.9625917,-568.0907049,-773.3959233,-764.2078685,-1552.438016,-632.3042493,-1098.382615,-626.2084044
273,-1273.642144,-973.7344621,-1259.78486,-916.746037,-697.8972048,-224.481668,-408.8836087,-220.8658694,-228.8802863,-997.0240307,-302.7910675,-443.0710493,-471.442199,-407.4275389,-1129.382983,-471.969733,-1286.595389,-1149.648581,-440.5188041,-980.7060339,-563.2184112,-1098.565572,-504.2315984,-650.202824,-717.736899,-711.9515523,-1597.296329,-922.2001924,-1230.717977,-160.4071578
274,-1262.890395,-1067.434713,-1031.748846,-585.6999193,-863.5600111,-134.4412032,-297.7967602,-365.9618874,-244.0896046,-988.0981996,-385.6905796,-259.6812075,-430.4865239,-380.8877665,-814.4368835,-650.4342947,-1222.777977,-1308.381926,-259.6242577,-1100.320125,-632.5489901,-683.9024179,-463.3303711,-477.9106237,-754.7748817,-800.3127076,-1548.994929,-849.4219963,-1173.282754,-216.6179496
275,-1234.364996,-1145.614438,-303.3416548,-559.5505512,-545.2905242,-299.6633175,-194.8829262,-193.2563103,-277.1255994,-991.5724791,-344.3183102,-315.9941643,-409.697984,-249.807685,-1049.079136,-681.0271578,-1267.298728,-1247.24996,-265.857325,-940.3950263,-787.8864442,-637.7193025,-1202.776468,-204.5409645,-854.9930925,-822.2807981,-1576.61204,-894.4830917,-1224.490133,-205.9567415
276,-1162.827731,-1126.619,-645.1277774,-407.0981134,-417.5260757,-328.0774128,-325.5895428,-255.0153301,-339.8777002,-1059.279086,-383.2646955,-278.6859883,-646.54394,-201.9642629,-1131.39437,-764.0291135,-1276.828811,-1135.073348,-244.958631,-376.1248258,-525.6747297,-905.4590233,-663.6018013,-394.6608405,-998.1181161,-828.8294662,-1521.924627,-1014.070973,-1230.598093,-346.1922415
277,-1264.483373,-915.7680325,-647.8052207,-196.0960938,-747.4540677,-118.800568,-808.5934259,-475.3110107,-280.5035603,-1145.107706,-256.5536989,-395.5047436,-565.2711369,-329.4647119,-1145.993105,-559.4545795,-1289.148093,-1182.736204,-393.740266,-765.0539531,-373.1472685,-823.2524289,-730.75282,-392.5156668,-824.0129165,-808.9414523,-1304.846134,-1213.881156,-1263.326133,-671.4184129
278,-1371.361119,-959.192123,-711.8998951,-603.1384226,-273.6031864,-249.3021685,-1049.594695,-345.0882365,-327.836841,-1027.319747,-161.5449502,-258.1116322,-521.7562802,-467.0265076,-1108.262438,-785.7825555,-1221.989574,-1129.723818,-247.3391387,-713.9851205,-250.9814188,-1181.724727,-897.4312396,-373.1211931,-837.3448587,-801.406458,-1525.265593,-1228.263656,-1183.235295,-217.2938057
279,-1330.369291,-873.4722458,-1045.312176,-496.0563224,-467.9305529,-206.8622067,-1054.426962,-207.9523496,-561.0482649,-973.6372938,-430.9318023,-219.0685129,-783.7567221,-356.7209014,-1044.152097,-582.0724851,-1254.94882,-1133.095024,-316.7480308,-497.6701147,-383.6757306,-1218.352346,-679.968653,-212.4169862,-976.3478105,-767.173767,-1315.740786,-1039.975516,-1121.655683,-243.9201308
280,-1306.625605,-931.1240424,-815.9364082,-552.8198543,-493.1617722,-207.3079576,-979.2923235,-228.5903075,-335.2638223,-1013.633319,-536.936876,-301.7677845,-660.946717,-570.0637795,-880.0223345,-585.733186,-1313.266491,-1093.952736,-476.578514,-423.7576727,-463.446728,-1122.60765,-892.3507855,-452.0649687,-1151.98093,-786.6459457,-1461.781521,-970.9935941,-1160.599346,-336.893303
281,-1339.652612,-977.098799,-941.0258326,-824.9857752,-746.0357366,-339.2323076,-817.5491426,-342.984843,-475.3969388,-958.3149131,-396.5232421,-544.8092655,-635.4724038,-467.9294967,-1238.784173,-322.3200131,-1312.49961,-1187.184708,-504.769564,-645.2463877,-590.2296255,-1053.811387,-895.0023555,-557.3797171,-1024.235519,-846.3645669,-1487.631506,-1079.844562,-1290.098127,-263.49258
282,-1335.490342,-961.8038409,-998.053128,-613.2925347,-251.5443138,-428.7804494,-634.0538365,-360.843074,-554.6683682,-1016.369394,-611.0380546,-688.579544,-624.6785663,-460.8015992,-1013.452196,-411.6958052,-1031.960422,-1322.761517,-221.3369809,-277.3867087,-489.3950092,-1282.194152,-493.745326,-396.3694268,-1064.765407,-809.7961402,-1398.347569,-1045.358613,-1255.394675,-300.8882485
283,-1301.091085,-917.0752866,-896.0765488,-956.0424314,-690.7470449,-327.5988628,-618.9832469,-352.834581,-1105.947445,-920.9545621,-358.0393221,-489.6833387,-864.9195602,-304.5736473,-1002.579276,-596.8789835,-1072.696871,-721.8873036,-196.716879,-215.2451769,-485.2235314,-1419.887057,-502.1913189,-728.2695433,-1102.421147,-786.8310136,-1557.823263,-943.4885583,-1027.919126,-443.1521877
284,-1145.775428,-957.7451244,-946.8234967,-854.9050624,-900.7591419,-200.6088134,-510.4157582,-236.2730071,-948.1470854,-1049.870817,-358.3719965,-361.9439029,-919.3322348,-451.1878618,-1209.388965,-694.8781955,-1110.363367,-1216.315117,-291.1155233,-273.1549528,-521.4811229,-1275.616009,-818.291985,-678.2707215,-898.5552477,-822.04088,-1616.700245,-1125.000364,-1285.913965,-497.2870959
285,-1181.604044,-1028.003399,-682.6587337,-716.8258768,-824.4406208,-339.7401739,-413.7563136,-341.7736327,-799.1230684,-990.4966561,-618.5139832,-279.1516432,-742.2904903,-395.1756391,-1023.89998,-362.2312775,-1145.606843,-1300.146777,-237.7306584,-892.7199418,-914.4765746,-1399.772549,-534.1511116,-586.7290027,-1277.811746,-757.5934119,-1602.538628,-1220.600609,-1145.265798,-644.4511946
286,-1277.21552,-957.2706749,-939.7155952,-719.1888422,-1006.605758,-260.9205552,-921.6086937,-362.1209856,-734.973111,-981.7196579,-789.5455376,-230.0861652,-884.3254026,-451.6796698,-1008.253537,-448.4036994,-981.7643033,-1217.969605,-281.3467192,-447.1902553,-895.3715888,-1453.853453,-1026.998622,-539.334333,-1352.807122,-827.1184164,-1481.692397,-833.8744171,-1291.607166,-652.9855117
287,-1234.468193,-935.2018146,-538.5406903,-838.6045708,-1001.672174,-465.1340431,-952.1405638,-331.9292846,-502.9380573,-1017.640867,-878.4038236,-333.1653132,-315.2743252,-576.9300913,-939.3329866,-367.5893987,-1025.031467,-904.9565764,-141.8354308,-426.0955331,-634.9421877,-1004.586812,-1242.75774,-580.9900272,-1119.64665,-922.1814704,-1546.508733,-978.6466156,-1074.405511,-674.5574408
288,-1285.905906,-783.7440093,-895.8096363,-835.743058,-814.6930423,-366.017215,-924.4380629,-248.7638445,-275.250887,-903.2954601,-816.8613484,-192.8526893,-584.4502613,-546.966726,-1161.186346,-406.4542956,-1013.60485,-1214.473761,-237.6206157,-429.5690048,-768.2015493,-1252.647404,-1392.19945,-653.7354914,-1115.518023,-742.6333325,-1504.818627,-1161.723106,-1331.345433,-476.2174792
289,-1233.592981,-740.4918787,-973.572451,-453.9669718,-828.2024779,-354.3758326,-719.0201783,-261.4198878,-217.1089889,-889.0746829,-528.9579942,-261.6662539,-376.9317758,-706.3034466,-929.105434,-231.4242007,-1156.858178,-1499.23873,-307.0623265,-319.5116315,-862.1235345,-724.2327523,-1174.952259,-527.4004644,-1386.709388,-712.6867784,-1411.665648,-1151.979486,-1238.395996,-369.011107
290,-1315.054626,-792.4311467,-980.925189,-449.1234052,-579.0264481,-254.7214947,-851.5381419,-232.8034416,-294.2363879,-964.6566949,-791.7803727,-411.7292753,-448.461376,-398.5536667,-1154.207267,-404.5154477,-1079.797643,-1204.706289,-343.5247801,-174.2332812,-773.835184,-996.9310576,-799.8696037,-418.7329502,-1395.589949,-747.0162261,-1484.959287,-1008.478657,-1217.68528,-612.7408188
291,-1335.488319,-788.8783966,-400.9530736,-761.655817,-688.0389401,-292.259406,-739.105785,-436.029421,-755.4815792,-989.3276515,-1007.162577,-290.3477787,-527.4679541,-617.8316073,-1159.39101,-231.1673737,-1191.260536,-760.2125542,-256.6579574,-152.6354008,-942.0015955,-1378.375133,-1548.387509,-587.9732019,-1292.382412,-842.8411192,-1441.301176,-1110.635346,-1109.144649,-740.4810529
292,-1220.739072,-887.5239849,-1052.676676,-689.8787533,-670.3740292,-413.0179776,-619.4588474,-595.6244845,-926.5399372,-940.8400158,-1016.485411,-370.4559597,-596.5814661,-607.1492666,-606.0366975,-300.1555855,-1059.461281,-1196.774786,-357.2414142,-269.6363818,-1004.315151,-1224.19422,-1184.133769,-543.8989842,-1037.495988,-818.3643355,-1488.411683,-1290.902835,-1188.136234,-991.9581403
293,-1286.459735,-727.6131393,-1033.237221,-644.4484926,-441.2912251,-456.2367025,-714.3028108,-552.1018666,-1032.086339,-945.9620145,-943.9834343,-270.9167687,-675.9174871,-722.3685706,-728.9855538,-245.0907222,-1081.128896,-1150.432608,-240.0412286,-574.3154535,-680.1732515,-718.3591593,-1363.955391,-270.6580281,-854.014755,-824.1997396,-1564.350109,-1162.400628,-1247.588082,-965.3022364
294,-1248.518424,-842.6689131,-620.3675291,-391.324703,-498.4730655,-181.2710359,-782.860122,-476.9446788,-818.2748418,-909.3518828,-1066.164503,-127.7656808,-663.8019628,-989.8267335,-467.4433208,-243.7575084,-832.5595716,-1291.467263,-240.8648312,-426.5680489,-561.565492,-1129.441785,-978.921875,-207.8299676,-1292.240318,-794.5406782,-1546.613027,-1125.186554,-1145.181893,-1378.283677
295,-1308.889499,-944.1327214,-698.6902616,-480.0681902,-440.7857835,-204.3963481,-611.4728922,-247.9655756,-977.5221419,-937.6927677,-1016.264123,-222.2622443,-318.9853501,-756.6705823,-582.5341841,-272.193593,-704.9045021,-1025.387928,-272.5701337,-818.1169048,-272.7005103,-1113.93607,-1606.041465,-381.0467266,-878.5205399,-724.0242716,-1503.211558,-1149.474969,-1213.144913,-1604.863175
296,-1278.914714,-1049.935596,-1018.874446,-769.4708509,-522.0257743,-606.7470962,-691.6498341,-173.250893,-1045.723063,-888.9550183,-1093.487606,-251.8907353,-487.4629632,-873.3014682,-810.7671975,-536.4920048,-844.2325343,-944.8920921,-384.4980045,-867.6542312,-208.1888833,-1037.080107,-1163.949576,-256.6802441,-855.3483046,-677.8021034,-1507.546939,-1116.906196,-1158.640613,-1311.220996
297,-1252.609676,-1105.04007,-833.6845301,-659.8293784,-598.55095,-455.8580643,-791.4058469,-267.9804031,-842.1469759,-883.0401467,-1322.112373,-229.7499442,-487.9838305,-855.3033638,-646.3102406,-526.934341,-1078.82575,-824.3343298,-260.1066094,-447.6162103,-452.3028579,-1113.178194,-1336.913628,-363.1115993,-1306.178011,-808.8696756,-1501.367002,-1113.513854,-1094.944374,-1395.394887
298,-1305.81941,-700.5668966,-844.5879492,-513.3440026,-393.2080378,-275.1902605,-589.0063418,-405.403107,-932.9246739,-948.7785271,-1008.608389,-238.032593,-559.4992164,-990.912841,-721.7544382,-686.3099224,-949.7265056,-1517.009126,-493.6905567,-235.2033062,-294.8461012,-974.0281216,-1206.10258,-572.5294775,-1128.331975,-843.5521428,-1350.59652,-1248.876974,-895.4030941,-1144.726166
299,-1308.428417,-922.5656033,-779.4005242,-299.5899121,-637.7738879,-186.913069,-489.3068554,-466.6475234,-1005.324952,-853.5750431,-1239.793256,-208.442037,-658.0460689,-893.0018164,-713.1986436,-481.3433329,-846.1948036,-922.165376,-805.8420785,-313.574822,-222.7749903,-679.9025925,-1198.306972,-414.1426949,-1053.505444,-815.1149007,-1503.859033,-1367.242587,-1148.935343,-1251.583087
