batch,1bywtyit - Epoch-avg,vu34gyi1 - Epoch-avg,35ewr2m4 - Epoch-avg,138weaxs - Epoch-avg,1zt6hb43 - Epoch-avg,22z8shhy - Epoch-avg,2zxkst26 - Epoch-avg,2ryzif8c - Epoch-avg,36blf63y - Epoch-avg,8wyktzlh - Epoch-avg,1s7nfp0b - Epoch-avg,15nku9xl - Epoch-avg,1u1xoo37 - Epoch-avg,1s7ld0pu - Epoch-avg,2k1oz4dz - Epoch-avg,6ncyjzmb - Epoch-avg,348b2r32 - Epoch-avg,3mqhpm00 - Epoch-avg,1ipa2ne1 - Epoch-avg,qbgaumvc - Epoch-avg,3ip2ef46 - Epoch-avg,32c0cvvg - Epoch-avg,3jnbgfe3 - Epoch-avg,2k2z0ni1 - Epoch-avg,2chs2lzc - Epoch-avg,2eli0yzn - Epoch-avg
208,-297.8198274,-720.8321523,-399.6166851,-1025.199181,-279.030231,-862.9801256,-582.399706,-810.1417678,-829.364548,-271.0461773,-204.2143584,-239.0504168,-196.9519843,-518.9203999,-252.6172428,-147.6221145,-190.1442557,-279.6631037,-218.5657903,-940.6066427,-269.6895796,-351.5063857,-228.3444184,-331.6036167,-479.1334287,-160.8173993
209,-360.0137859,-1030.942255,-292.0374069,-499.278312,-314.5095271,-1002.701702,-389.1340618,-547.3841585,-1140.05354,-232.8229844,-283.291498,-261.0705314,-186.4852666,-595.6076107,-412.7979719,-161.1401698,-260.4977732,-366.7673818,-244.4768157,-972.9214948,-150.8426178,-191.9201609,-166.0771804,-228.7287862,-514.6218535,-224.1924042
210,-434.9800605,-615.4915789,-221.9217826,-244.5968916,-210.7854194,-951.7602997,-802.9042994,-359.0969042,-854.5677876,-398.1571715,-199.1475492,-274.4301194,-197.7265673,-605.4721373,-284.1706646,-554.9442418,-171.9395652,-739.9230511,-395.6855382,-652.6717748,-204.8044271,-274.5043432,-239.7754769,-423.0764106,-305.6237251,-244.0478899
211,-222.1391433,-970.175125,-344.9062542,-909.2858937,-312.1608692,-1060.985469,-665.7062958,-539.8652045,-756.3508377,-293.6311122,-226.6461238,-222.7744568,-161.9869365,-687.6024592,-435.908194,-259.3911978,-82.51202257,-711.4218053,-354.4168785,-763.5640975,-321.1352938,-508.3741052,-198.6956139,-194.2675316,-117.0088974,-186.6202419
212,-352.8200559,-864.2505625,-321.323566,-910.4749009,-313.2962719,-1293.070552,-776.1375264,-590.6845648,-591.5455327,-570.6528308,-290.5266735,-195.8459753,-227.1748932,-718.857397,-458.491616,-421.3924178,-225.6913147,-671.4892696,-280.5758826,-903.9905099,-265.2486737,-220.5885647,-183.9674003,-428.6279864,-431.9051188,-128.7080158
213,-557.0810609,-780.9830594,-297.3346901,-744.7270942,-294.8726742,-1215.790609,-1113.972538,-444.4167814,-798.9431629,-405.3901457,-403.3395311,-278.9074274,-176.1185041,-374.0020297,-341.6567423,-225.9067625,-189.2206182,-570.6295359,-354.220225,-820.6208169,-416.5820023,-418.0439175,-213.6118921,-346.90506,-731.4043143,-175.6360938
214,-332.235131,-856.5011014,-342.9645689,-626.5754691,-250.0190538,-1293.290129,-1004.41547,-640.3514556,-518.4950171,-218.2297059,-345.1586957,-173.7237265,-219.4024684,-355.4273466,-288.0975256,-114.3634547,-235.954614,-639.9916853,-300.1713425,-799.4352324,-539.2624798,-280.0089043,-291.7195748,-263.1076358,-364.9932792,-132.54642
215,-324.4644187,-465.4133329,-543.523675,-529.1193896,-332.4135644,-1196.506941,-698.076044,-584.9619904,-799.3739772,-311.4630326,-233.5261738,-180.2334977,-146.2310408,-259.1886085,-300.9171123,-214.3319554,-471.4904966,-811.4482837,-268.6839822,-900.0547618,-449.5600941,-292.8770114,-282.4807093,-188.0321856,-386.4133536,-128.1919388
216,-290.7479226,-564.0254579,-570.9196184,-735.5129301,-213.182157,-1236.163212,-265.1063892,-501.5415109,-552.2796035,-322.7199317,-507.4805437,-200.8280255,-162.177623,-637.3596353,-207.0644752,-226.2348686,-274.5695541,-494.0628438,-402.3178361,-924.7502077,-476.5306587,-350.6245126,-367.2694964,-261.7089127,-302.5673928,-218.6111313
217,-413.1791595,-688.7565323,-687.5002092,-305.4246277,-131.893708,-1210.518718,-604.1753013,-763.7252423,-489.3164099,-264.6302456,-1083.490297,-185.343581,-259.7276878,-293.8804866,-546.4283403,-450.611481,-229.7692695,-511.5665971,-369.8246469,-846.419857,-757.4090248,-363.8890513,-268.7993522,-203.3810787,-418.3498599,-177.5606684
218,-271.6165517,-591.4814181,-555.0733372,-256.4455345,-269.4515438,-1357.223214,-473.65974,-635.751445,-886.4156078,-306.1331204,-1089.148574,-169.3611649,-183.0280017,-612.0658347,-255.6213907,-161.686384,-428.8471794,-467.8185596,-317.6625018,-977.7202522,-498.2143103,-323.2927128,-271.141253,-252.9498044,-423.958825,-276.1600479
219,-300.5876384,-948.4756666,-358.2280711,-247.4020407,-199.6777459,-1165.434784,-455.146725,-626.8073793,-734.0252464,-396.6707333,-376.1403831,-198.5939023,-210.6654443,-565.4715262,-280.8430308,-334.4201662,-252.6817423,-740.4390831,-475.7254734,-911.9076912,-806.453884,-656.8098227,-282.4255878,-240.9439637,-598.1889011,-189.9014297
220,-288.3472108,-680.7917499,-361.8967003,-147.5442459,-450.1021042,-1091.375828,-390.4232463,-719.7640378,-717.0028386,-441.0807519,-348.0387126,-295.9594279,-335.1188579,-392.0707839,-452.616586,-279.2342289,-526.9775796,-557.774252,-494.6784186,-859.6012802,-393.9308222,-262.2082087,-221.8424451,-351.0567659,-782.5233003,-311.3419211
221,-490.0391672,-576.8081071,-420.2696424,-99.14264336,-321.5655794,-1142.92762,-631.2864662,-558.7986969,-828.5828484,-518.3767217,-271.5633672,-161.8675749,-295.8237811,-435.4446301,-245.027653,-358.0883819,-289.0071141,-762.0476936,-416.2634023,-887.5029482,-298.527686,-212.6970844,-662.3917385,-504.9724577,-416.6136114,-422.294173
222,-554.5692704,-666.9570906,-687.4724784,-222.1178285,-220.4429583,-1159.575919,-325.3292513,-670.0642698,-735.9879429,-513.4144713,-380.2939438,-113.1389416,-211.8269077,-687.3077501,-488.3271963,-244.934058,-265.0959973,-658.9305222,-285.6938503,-781.4248868,-387.8593447,-548.2181561,-775.3190685,-690.6883775,-496.7967102,-119.2256213
223,-669.6832775,-602.2214449,-441.9136678,-183.3964035,-322.2217397,-1127.525679,-225.2027928,-671.1655885,-894.3155151,-443.2221664,-242.3816375,-206.8453101,-459.222649,-562.0355849,-757.3604282,-428.5066896,-280.4111531,-597.4248044,-235.4908892,-1055.202363,-832.9475714,-184.5527937,-588.3877033,-352.0453715,-477.3038557,-258.0144172
224,-584.0550042,-853.3853491,-408.4780326,-299.4294496,-212.424246,-1008.625164,-238.8212134,-746.8470217,-750.9249133,-280.2055142,-458.9540665,-246.4529239,-301.8532431,-446.8406657,-632.5124996,-307.1977952,-254.1418497,-584.2996472,-391.3586335,-933.9192763,-325.3174305,-362.8581862,-385.7342014,-342.7503613,-779.5229776,-208.5496882
225,-500.9599833,-853.227874,-492.1396351,-234.2515898,-269.8831208,-1091.953284,-239.2301739,-680.5878162,-873.0332326,-282.7803701,-454.5498223,-317.8428797,-278.1527166,-439.7792127,-437.0922981,-369.8656573,-205.4978071,-626.6179051,-344.9605216,-767.3225479,-591.664444,-353.7117872,-477.45632,-424.6785087,-655.3482923,-224.0023938
226,-401.4100548,-610.4800367,-332.0078948,-585.3166336,-295.7889446,-935.618589,-204.210317,-706.4947578,-1189.985337,-147.6868478,-292.0649866,-278.0452075,-382.3274335,-295.6537608,-300.3039733,-236.6647809,-360.849067,-585.7118281,-380.8793718,-1027.57918,-812.5186848,-470.8616756,-378.8508047,-312.2705051,-892.33956,-161.1105034
227,-547.0335884,-720.6374029,-307.8299459,-181.0967773,-337.0936807,-1092.597794,-366.3189833,-620.2555615,-943.2008874,-184.9522383,-298.0807345,-229.0267444,-342.0688106,-589.4452701,-439.9214651,-267.6894683,-389.5310053,-808.8519849,-323.4944985,-822.439138,-397.061664,-511.8736987,-413.0168606,-341.3828306,-1053.1737,-334.1471245
228,-382.5676792,-856.5605356,-420.1192725,-454.9225205,-463.236209,-960.2505662,-405.6766588,-598.988568,-697.1554051,-373.5894184,-196.4773309,-197.0605117,-279.6893846,-390.7479325,-281.9901733,-234.2716245,-357.4865335,-1020.749422,-231.8644519,-771.8791457,-658.0615033,-298.9721525,-405.7884978,-408.9406103,-1029.313312,-414.7039051
229,-339.8538375,-828.7482763,-357.7380497,-786.3182353,-409.6651106,-1075.285269,-187.5577123,-731.0573515,-848.4264145,-488.9380759,-220.8857971,-333.3456002,-247.6382866,-490.287706,-342.3027196,-458.6812782,-474.6064659,-641.6309938,-201.2578527,-527.878376,-540.4445164,-416.9166845,-481.737244,-208.986675,-619.7309633,-318.8318578
230,-445.0758748,-637.8248027,-374.7955545,-442.6570731,-282.2627256,-1115.492136,-196.9505693,-425.3874629,-988.1148623,-451.6722599,-407.5419919,-236.2936091,-249.1388832,-327.8838093,-407.1183131,-196.7593053,-262.475043,-732.7499113,-181.8711116,-559.9136677,-545.0849614,-337.1475629,-327.9171627,-353.1627892,-784.3346942,-394.4806463
231,-351.9731765,-664.1316321,-261.1088928,-605.1441236,-429.823406,-974.6158933,-320.5884738,-287.7236959,-761.7366603,-268.8885584,-238.4141679,-321.2346938,-288.1245474,-473.8226846,-411.4231409,-180.9693316,-230.2581744,-696.0270156,-398.5754718,-687.3701534,-253.5682847,-305.2790069,-268.3848286,-295.692902,-932.3066797,-301.4673611
232,-320.4537027,-614.5651116,-440.0977403,-588.9264764,-239.365064,-890.8231322,-579.4397463,-433.4228876,-905.8856627,-207.9060195,-187.0215154,-332.3089357,-191.8555025,-327.5846229,-385.231978,-273.0887215,-346.7505285,-659.6572447,-480.7677009,-719.62058,-366.7694993,-303.6735981,-245.3793058,-450.8863061,-541.3277635,-459.830197
233,-299.1691272,-1075.343184,-408.0998981,-381.8224774,-217.943085,-966.7899345,-399.2095016,-411.4428967,-823.0530197,-385.3127108,-131.4199335,-163.8930915,-276.1580613,-397.550715,-629.4558145,-409.713271,-244.2546008,-497.9211992,-379.0032701,-960.2142532,-390.9936085,-381.5299146,-319.7309195,-523.1161574,-449.6769208,-257.590643
234,-372.9831643,-851.0727504,-350.9688838,-409.3312628,-285.5680448,-969.8554452,-425.4191309,-399.3651054,-549.6050277,-245.8737513,-233.9038255,-131.9460362,-162.4172014,-456.191113,-802.4534314,-296.5998529,-257.0974656,-551.5679316,-667.0036449,-1055.078668,-257.9267832,-941.1828418,-377.4333176,-664.9146582,-614.0745355,-421.8809129
235,-247.2710406,-1103.869236,-644.9608534,-548.3491373,-293.1720409,-1052.057012,-573.7551502,-703.6285598,-493.0753944,-198.6544919,-166.6494911,-178.9108297,-196.9588858,-517.3665843,-384.0559156,-357.0454934,-210.0781726,-536.577131,-474.5455053,-576.5950049,-539.8729145,-631.1412161,-326.836656,-381.1344305,-328.9032422,-314.7463556
236,-293.1668468,-928.4982137,-447.9937043,-441.1610566,-203.8171793,-876.8811433,-253.3085589,-576.5419807,-884.7622772,-396.1135132,-217.1750571,-118.7962309,-161.912894,-293.0293404,-467.5159901,-265.6469959,-171.4974015,-439.1106686,-305.0621125,-821.9945736,-540.4626134,-439.9669227,-313.021169,-322.3641594,-614.99958,-318.5398879
237,-351.3699854,-1105.879849,-675.0083307,-737.0696642,-409.5877302,-1254.325358,-441.0917862,-505.2153582,-931.3882928,-240.2881955,-292.5035082,-457.7018895,-413.0232018,-391.8283917,-572.5907085,-293.7731937,-231.8557272,-527.5131964,-313.7255574,-818.1366626,-676.1598168,-328.612477,-386.2004224,-429.724297,-533.3833305,-367.4575174
238,-457.1908784,-1078.977347,-382.0994565,-631.81986,-273.2063529,-1092.056975,-465.131357,-432.4052229,-631.3766332,-245.0196873,-83.65566342,-234.769646,-300.3147223,-370.5075738,-323.1966464,-314.1879096,-352.9940483,-643.5678727,-464.9748121,-803.0310131,-383.1146632,-479.330354,-309.1928503,-364.9436391,-390.5566539,-749.6881387
239,-407.0010725,-822.0937857,-388.4458582,-730.7599267,-277.656354,-1053.396058,-388.544926,-402.0037794,-584.0548599,-279.3696397,-237.5787811,-405.261557,-194.4272276,-342.318479,-290.766447,-164.8065058,-247.1351603,-570.525589,-366.5172806,-814.8747637,-531.9736455,-628.9797096,-196.6640064,-362.9523679,-356.6033894,-362.1756281
240,-362.6944794,-787.3357018,-243.3766608,-742.5615296,-290.6497194,-1108.412919,-583.3717408,-688.8166792,-278.3441712,-209.5714797,-311.7763502,-709.0846589,-218.4273853,-594.9281661,-295.2536866,-197.1472477,-195.4546357,-571.4518696,-479.5654651,-758.2147608,-473.9819868,-231.3386444,-347.0634542,-367.7117085,-602.1820945,-447.8464198
241,-377.2395844,-946.8190619,-519.1688798,-705.557354,-269.3566816,-987.3682552,-438.3697716,-770.2005732,-364.3049122,-289.0246556,-259.0669067,-603.6965193,-249.8327281,-681.0439382,-260.3276105,-360.2427074,-252.2042304,-570.7963897,-353.3277407,-730.3739184,-338.4471509,-513.2431596,-148.9039368,-523.8647478,-839.140528,-278.9684378
242,-404.5655455,-825.9454509,-409.8887024,-491.640798,-281.8138685,-1063.960677,-985.9613629,-696.5859611,-677.9388289,-229.639078,-165.811602,-385.5713848,-269.2538692,-230.0632965,-308.7809619,-313.397411,-270.5146947,-302.8281928,-332.6174247,-854.1367209,-334.5417708,-616.6169675,-178.426985,-498.1053798,-280.1095699,-288.1581636
243,-339.8243288,-765.2559706,-456.6742997,-559.0564075,-440.2933429,-1046.52744,-827.8054574,-813.9629349,-962.6920804,-287.6066324,-427.6536452,-514.7585426,-699.3186263,-226.9473806,-388.3208199,-566.6798704,-226.275147,-282.6381648,-406.4852184,-433.3643587,-307.9190775,-345.0077592,-248.1156042,-514.115232,-708.6650288,-307.1093921
244,-535.0960943,-1118.736739,-802.7228991,-743.7255128,-359.8418154,-1145.996736,-643.6746153,-739.7193674,-540.685594,-227.3474863,-367.9122004,-283.4748814,-359.5644972,-454.5262167,-332.7821945,-444.4352637,-424.1476557,-642.7759638,-339.4567205,-979.3435082,-303.1619333,-407.6969274,-316.1442272,-669.9428829,-802.7378224,-241.3098962
245,-524.5228057,-1018.17012,-864.6123117,-607.8134297,-296.9347053,-1206.46523,-600.9116757,-275.1877559,-538.1091895,-280.0620576,-201.2577114,-277.1961001,-221.4872891,-449.7503717,-399.6267159,-219.288126,-314.1056069,-525.0971586,-219.1421263,-1193.09587,-442.5227705,-331.1049373,-332.3649333,-236.1560613,-810.578445,-203.810488
246,-585.3538668,-694.8085248,-899.4159298,-758.325029,-302.9132519,-905.0856872,-425.829878,-774.9700317,-477.5359321,-261.3828578,-165.8574104,-382.383023,-257.2515196,-387.5171376,-415.0609079,-273.2788114,-441.7920589,-288.3608047,-300.1836854,-868.0103375,-318.4878564,-367.3692278,-391.9253138,-346.4447031,-436.1781472,-163.3256224
247,-413.1334818,-1138.76557,-940.6317155,-630.1336097,-208.361713,-1208.306011,-474.4464916,-580.6625804,-309.1976404,-260.0221122,-395.8981363,-385.2603398,-301.383465,-415.2000671,-320.9530667,-306.8761897,-287.4791516,-300.7133358,-243.9038825,-928.2191055,-588.7816179,-322.3401556,-332.6341225,-332.4354546,-376.2284106,-243.8528102
248,-690.6762053,-578.6041077,-952.3982991,-1054.926876,-495.291209,-951.5666077,-387.1214994,-971.4788543,-702.6494336,-207.6750578,-257.5838897,-395.4704988,-308.9902415,-260.5397265,-307.5456543,-317.8547373,-292.8769291,-375.673798,-336.9885476,-910.3127759,-330.172338,-175.939623,-336.1311901,-412.7617849,-567.1574469,-196.851468
249,-210.9059976,-944.2631497,-948.8662894,-1092.411459,-275.2399356,-1063.365614,-317.689047,-881.358992,-848.54273,-314.6483376,-376.9110056,-374.9733345,-235.4367436,-583.8984403,-233.5741254,-266.2820149,-475.0149513,-486.7662754,-208.2665927,-1198.258503,-473.7509721,-306.3634689,-248.9971791,-292.7312391,-617.1575352,-347.2650179
250,-334.9231698,-1011.510116,-813.8532958,-782.7323747,-385.9824507,-1164.687199,-412.4943146,-928.2252075,-582.9054564,-277.1406052,-289.1589967,-411.2521767,-266.525099,-440.1193587,-204.0891025,-307.4388245,-387.6539344,-364.2227665,-215.1155383,-1294.79009,-390.9670619,-258.638775,-232.18744,-675.954037,-437.4034182,-284.4913072
251,-377.3800959,-802.5890809,-957.5153225,-964.2928917,-294.5770998,-1249.139291,-480.5228835,-1059.948444,-766.2783164,-263.129601,-247.9912165,-352.9480249,-273.88648,-393.7796276,-276.0515984,-169.207652,-274.2524982,-446.8337741,-189.5914715,-1263.688508,-590.2357005,-466.541199,-331.5173574,-683.9079622,-431.7211328,-277.1034435
252,-389.7123937,-386.7514393,-1079.055697,-952.4020506,-359.7811276,-1138.470749,-498.0198729,-710.9195623,-559.7165123,-321.8151173,-265.8522538,-254.2683464,-305.2376435,-643.4787303,-300.2761317,-301.2786776,-423.1318275,-411.4437287,-252.6797294,-1115.260288,-717.6449999,-312.65076,-348.1717967,-411.3882519,-378.2027924,-306.0748779
253,-179.1806759,-781.5077828,-1083.766543,-720.6998352,-371.3116521,-1126.374076,-494.2951439,-768.4925928,-337.3217153,-282.2158201,-190.9436149,-315.3182359,-433.6605934,-412.7490266,-312.8449243,-244.5760614,-583.9981875,-569.4311117,-307.6810988,-1291.323959,-562.7263501,-345.0782011,-205.188702,-321.3270154,-645.5390223,-166.8555419
254,-313.9069783,-794.3819211,-936.081582,-761.9228805,-264.2487784,-1113.595884,-497.3626345,-739.0810937,-648.9982196,-335.8331159,-425.4714609,-469.2606174,-524.1349359,-415.0358021,-161.7059246,-264.5507491,-315.4698567,-408.6350864,-268.7694116,-1261.641095,-339.6151943,-451.8262312,-204.9475392,-297.3380577,-374.6708753,-269.4801098
255,-327.7395586,-746.9121406,-896.5026523,-686.5366296,-868.3768282,-1191.364992,-632.3976126,-1026.175037,-462.5952814,-359.4915877,-245.8041908,-361.7671642,-421.933992,-664.5404145,-366.1428453,-200.764865,-290.4388016,-335.1919406,-373.7974965,-1254.564335,-610.5867164,-412.4507876,-417.6817123,-415.3507811,-379.1660556,-199.6297764
256,-195.6641544,-595.7457172,-537.5701072,-611.8028609,-442.3274307,-1202.534022,-557.9807763,-974.3222763,-354.0048324,-367.1980667,-219.2396471,-239.2396505,-478.2731394,-286.6556767,-172.310364,-165.3866267,-227.4734343,-465.1660346,-393.9200358,-1289.843566,-435.8027632,-321.6585272,-384.0186353,-245.0775255,-453.0713645,-589.3920731
257,-330.9897159,-527.2951354,-672.3672815,-1119.249996,-533.0262336,-1039.5015,-853.7515799,-851.4609255,-295.5444275,-305.0958524,-339.0921466,-241.1045863,-711.9853414,-239.31377,-275.188857,-101.5141282,-420.9210987,-408.8700899,-354.2115365,-1130.515628,-259.5599373,-492.3048489,-806.762072,-509.016041,-333.2867454,-709.9872087
258,-333.6332975,-895.5517087,-832.2302819,-1017.591611,-552.7465194,-1063.560881,-460.8124575,-832.0071951,-254.9707235,-498.2313828,-299.2789643,-303.2899438,-608.3591003,-601.9695622,-295.761214,-194.8352341,-461.5151213,-551.1801862,-303.468533,-1257.377896,-453.0083225,-322.0828483,-347.6565975,-606.6394764,-403.2487217,-901.304369
259,-303.9747979,-599.491167,-931.2769984,-1003.513492,-298.1550252,-1035.574299,-578.8387622,-1103.991732,-414.8022649,-353.2815122,-268.3968775,-201.2411239,-466.3975656,-826.6804703,-223.9656883,-262.875205,-544.0560083,-395.2423704,-207.1993464,-1249.22538,-550.1034754,-354.8486275,-234.9549129,-643.6544628,-569.6465976,-827.0550585
260,-317.7315187,-1048.663083,-786.9172161,-1027.152924,-319.1356264,-929.8542452,-612.4374586,-808.1136181,-578.3636235,-298.8585118,-288.4490167,-202.724212,-492.4911792,-538.824159,-463.2161932,-205.9687954,-334.985515,-382.0605591,-213.7764018,-1068.821631,-450.5086152,-290.1948836,-172.2406049,-308.9042592,-646.1089477,-589.9475865
261,-177.5617318,-843.9727329,-660.1224448,-1323.474105,-322.6551424,-1189.104834,-422.099482,-976.6808812,-448.2381696,-273.4132537,-331.8669778,-269.4941903,-322.4932797,-419.4578199,-350.9862357,-250.6000081,-408.0725983,-593.4684723,-239.60815,-1157.915725,-395.6875227,-199.9259724,-323.1763702,-384.5468276,-448.5113156,-337.7853366
262,-257.6640755,-904.7285963,-725.7454051,-1382.02897,-522.4835076,-1222.897676,-573.8651885,-1019.614436,-576.74958,-235.4919904,-297.2713132,-206.5512026,-457.7950664,-628.7915979,-457.0709911,-227.6707132,-248.809819,-698.2987213,-368.4087177,-1031.515304,-509.40192,-291.9386308,-221.7170125,-564.7789642,-443.7229665,-247.2581999
263,-147.2798296,-1032.42368,-822.040801,-1387.332385,-436.7788176,-1015.224728,-624.1671788,-1135.858938,-590.702693,-287.4909599,-378.2219134,-290.1159252,-633.9861632,-686.4144726,-537.8728644,-232.2890542,-568.0099656,-552.7017215,-304.3611371,-1164.964558,-431.295263,-350.7310043,-291.8659134,-344.2846325,-329.6125392,-233.4436354
264,-259.4226183,-973.4879287,-889.5466631,-1360.129961,-283.3032115,-1273.246929,-991.9885504,-885.3846741,-350.4171868,-212.5378916,-154.887108,-83.86252551,-440.0120975,-755.6387898,-561.8707905,-183.787186,-393.545546,-459.6021316,-321.1220687,-1362.203766,-416.6200955,-323.6379913,-222.0393896,-324.0408364,-349.5296727,-417.0639009
265,-221.8829071,-961.0703933,-878.7502396,-1054.989914,-330.8161278,-1011.914279,-596.5307527,-1148.210992,-670.2140635,-541.5218394,-326.7074311,-177.2216366,-615.9498248,-553.143194,-730.8093511,-162.8424188,-266.6857798,-878.4147646,-376.8392173,-1401.377193,-462.9641436,-230.1520505,-241.2642316,-373.3707352,-619.5899338,-367.0109159
266,-272.0663748,-1006.255579,-1131.422849,-1199.897744,-374.6233185,-968.7443526,-610.5903365,-969.2876519,-859.3236184,-147.3479262,-246.3283205,-233.6158582,-573.5809197,-278.9097536,-673.9455285,-248.9282914,-408.095151,-572.7538845,-258.8908567,-833.5765119,-361.1907752,-238.2752376,-330.7715229,-321.5750146,-304.1505647,-308.9404306
267,-211.9203897,-731.5953707,-1220.56609,-1003.676787,-200.046538,-984.1262451,-357.4581058,-1117.76842,-771.0619083,-310.385006,-283.7088133,-169.6043586,-863.8537526,-543.9734544,-710.8152151,-230.4582267,-220.9650348,-606.5849101,-241.4660496,-1134.529704,-307.6580301,-269.65213,-361.1599717,-212.9727652,-569.1437784,-193.129646
268,-283.4769925,-1296.707118,-1172.573265,-1001.384237,-336.2960755,-995.6547868,-765.48723,-962.3904128,-716.8481048,-331.6010357,-246.0804335,-369.852277,-819.154955,-519.7394419,-1050.885552,-215.1613808,-313.7822338,-658.2852348,-228.5896887,-1348.529952,-384.5939563,-395.5105968,-138.9072166,-574.6536984,-765.8874209,-259.355713
269,-255.1249999,-747.8865033,-799.6766939,-358.972973,-260.0683356,-1044.919823,-309.2900609,-1276.927518,-448.7180927,-301.5253688,-281.545593,-271.8851154,-515.5756822,-389.3438403,-1113.184365,-251.1017377,-412.6701214,-521.3565515,-233.9859301,-1353.818158,-431.5387704,-288.6612244,-464.9167629,-449.040664,-537.3274618,-401.5314267
270,-194.4442649,-796.4785535,-898.6911636,-853.0241227,-220.9578037,-1218.763573,-460.8591565,-1092.375529,-225.5375382,-529.0933875,-589.5227303,-342.7521417,-358.9465509,-526.3784912,-859.043679,-171.3404455,-244.2506703,-351.3173974,-331.6522592,-1228.351045,-516.2957495,-373.5560335,-503.3323038,-739.7646898,-638.3979574,-256.9909304
271,-220.3222673,-586.3806156,-1236.169776,-994.6652198,-270.5398698,-1154.426196,-388.999165,-982.9116728,-308.8552967,-400.2551866,-171.7109419,-304.0156147,-339.129052,-632.2280482,-792.378099,-184.1763024,-299.0877934,-551.9262612,-309.6439913,-1215.985487,-869.6602769,-303.5276185,-218.5222819,-432.1704916,-204.3753098,-188.1845143
272,-210.239537,-650.9397308,-1167.308673,-854.4848194,-182.1844144,-936.7831615,-890.0445161,-834.141913,-275.7938375,-598.9638963,-274.7522974,-271.6944619,-482.7188592,-654.3288746,-627.3927276,-235.6331418,-280.7699734,-393.2211696,-214.3652354,-1001.436375,-746.7612927,-240.8257732,-221.8274937,-625.4501467,-926.7743677,-209.62852
273,-264.9763892,-968.0334873,-1211.500271,-1042.845992,-218.6658978,-1057.948592,-838.2365042,-949.7788843,-447.179734,-630.780123,-311.914014,-383.7245723,-407.7763328,-970.7349315,-715.5062079,-165.2244498,-305.0411622,-520.4048423,-482.3827558,-1028.629953,-737.1245139,-189.0888145,-269.6585691,-477.3559172,-463.2736969,-193.7925855
274,-343.5698495,-1087.126812,-844.1291401,-826.9516332,-241.9142612,-1104.983108,-331.4001738,-1025.14631,-703.5114802,-390.1569991,-379.7562348,-464.7907733,-585.5654651,-509.4272722,-868.1326389,-270.9905965,-254.3576972,-626.1606976,-253.2599441,-1273.586314,-548.0961167,-151.2766404,-224.5303986,-387.8922434,-244.1644544,-209.1693062
275,-450.5481973,-996.1100541,-965.7081521,-660.4142584,-296.1831223,-1230.411903,-698.6682211,-1078.786942,-332.1640244,-244.4652692,-263.8048655,-371.4288724,-246.5741133,-690.5232271,-599.5821043,-325.5838455,-281.3073803,-386.1623089,-655.232548,-1267.495817,-643.3053616,-362.6400213,-150.4385561,-569.5796151,-635.562277,-332.0196275
276,-177.2635852,-701.0882512,-739.8040317,-873.2068872,-204.587874,-1282.929628,-819.0114941,-1139.346239,-263.3884196,-228.6120508,-116.4593007,-365.7900157,-240.9101546,-541.332191,-415.3321976,-110.6021689,-341.9825519,-425.1323919,-218.2899185,-1201.177797,-616.0192664,-175.9264167,-218.7757337,-367.762888,-518.1349063,-177.7172702
277,-396.6116227,-673.5769393,-660.9222799,-441.306123,-166.699938,-1114.57174,-482.7650176,-951.7391923,-258.638389,-396.1690543,-325.6676425,-382.3724942,-267.2986213,-776.7986314,-176.2236064,-318.4755408,-343.0488892,-265.5256585,-492.0685463,-1224.723075,-437.1359769,-388.0006114,-341.7878299,-506.7317768,-916.3633221,-394.9078366
278,-194.6479752,-514.0675597,-1123.44036,-1163.787521,-250.5006502,-1043.927668,-484.0345157,-1111.705574,-308.0371585,-402.3094934,-276.7454489,-285.1366268,-221.8382747,-431.1380751,-246.6600488,-231.3965141,-281.2415568,-266.3296985,-422.1719227,-889.6668885,-581.6234439,-400.8118405,-454.7596535,-559.0574652,-929.8287462,-246.6665694
279,-385.0402645,-593.1438873,-948.4431376,-1204.897126,-269.8421836,-1034.881586,-1056.703282,-1092.748215,-261.3134276,-276.0567847,-230.616901,-353.3012009,-356.537155,-490.879767,-162.6932466,-275.8066795,-386.2819518,-343.2816033,-415.6274625,-1207.061133,-530.7709405,-386.8013309,-323.436247,-290.7649926,-914.1739946,-223.3383369
280,-266.3284195,-635.3838104,-919.2362858,-1031.981067,-316.6774975,-1038.70688,-872.5431548,-1114.639564,-204.7925966,-316.9356984,-167.6515954,-188.2360101,-247.8001384,-813.0719454,-369.003155,-296.917237,-226.1696762,-361.1993948,-303.7868044,-1460.573066,-341.3221623,-356.6640543,-220.4764563,-376.4273225,-947.8695124,-254.1830431
281,-192.8975691,-753.0590357,-824.3692252,-1099.794921,-190.3114357,-955.4528364,-464.7600995,-1121.022328,-405.0574533,-183.7803543,-452.6159129,-263.657398,-268.6053893,-598.5255642,-327.7592669,-184.4573974,-300.409057,-571.216863,-363.8630797,-1272.218975,-313.7307511,-458.087743,-330.9754573,-348.8957041,-1029.911711,-244.4780009
