batch,1bywtyit - Epoch-avg,vu34gyi1 - Epoch-avg,35ewr2m4 - Epoch-avg,138weaxs - Epoch-avg,1zt6hb43 - Epoch-avg,22z8shhy - Epoch-avg,2zxkst26 - Epoch-avg,2ryzif8c - Epoch-avg,36blf63y - Epoch-avg,8wyktzlh - Epoch-avg,1s7nfp0b - Epoch-avg,15nku9xl - Epoch-avg,1u1xoo37 - Epoch-avg,1s7ld0pu - Epoch-avg,2k1oz4dz - Epoch-avg,6ncyjzmb - Epoch-avg,348b2r32 - Epoch-avg,3mqhpm00 - Epoch-avg,1ipa2ne1 - Epoch-avg,qbgaumvc - Epoch-avg,3ip2ef46 - Epoch-avg,32c0cvvg - Epoch-avg,3jnbgfe3 - Epoch-avg,2k2z0ni1 - Epoch-avg,2chs2lzc - Epoch-avg,2eli0yzn - Epoch-avg
59,-312.9315259,-247.3715635,-271.3273646,-227.1638947,-302.2097346,-495.7607696,-128.9024711,-816.6175674,-406.2096797,-425.8252711,-362.3508855,-262.6312378,-229.5584413,-284.5730254,-305.4094963,-284.5706551,-553.8787044,-442.4394984,-300.3230049,-248.2996011,-239.5648552,-312.8040436,-772.2567598,-310.4443466,-245.0273193,-689.8247748
60,-466.8692269,-488.8784602,-239.3325267,-212.0698824,-255.239122,-618.5510089,-310.2041928,-720.9132426,-245.7603937,-293.7442444,-235.187634,-183.587423,-265.6776682,-362.7249826,-193.989361,-205.6450463,-192.5161429,-297.2212136,-223.2188023,-365.9016449,-352.6351663,-225.0652454,-170.5698591,-471.0659973,-364.3226392,-406.0279549
61,-292.4658921,-423.4216097,-292.5351382,-190.4630732,-272.1113832,-216.4013854,-241.7774392,-400.2931188,-552.9114832,-299.7735669,-329.8020762,-257.22447,-524.617712,-269.1787674,-417.3581924,-188.2278212,-181.7875423,-139.5554034,-488.7918058,-435.2546313,-143.8500427,-336.2263296,-310.1760367,-349.9408713,-405.5619691,-362.5972568
62,-325.8963246,-539.6755159,-324.9944031,-326.4891881,-241.3298532,-237.9529429,-143.9733186,-386.2654847,-325.4208649,-279.2454682,-424.0242545,-251.2103861,-488.7088033,-322.3087244,-293.5838178,-271.2663937,-82.93449715,-310.7761191,-471.9099937,-323.0623888,-146.3383701,-239.8605367,-336.4431666,-250.8059606,-381.3871154,-181.5637142
63,-176.7201102,-488.7939432,-254.0489566,-220.6806975,-146.8568287,-361.0418057,-359.5728154,-759.8060036,-363.6790058,-255.5814255,-337.8281467,-265.1263817,-507.6613431,-195.9868924,-272.9092157,-244.2497578,-261.873532,-331.420249,-754.8597721,-311.9364205,-177.3833314,-265.7959993,-333.4614054,-274.8973557,-376.5573189,-79.22104697
64,-161.9909664,-263.0104365,-194.658818,-177.685137,-96.47890639,-223.5386305,-345.1844987,-623.527435,-390.41525,-469.06346,-518.0370321,-299.4608526,-186.5817816,-220.9995072,-265.913889,-189.0962042,-289.3570605,-277.7359373,-466.6015411,-245.7418995,-305.9249046,-335.9438883,-176.1279406,-227.5117744,-393.6010016,-235.6636008
65,-131.4557219,-512.3002457,-236.2182148,-219.571207,-318.1131739,-378.6370986,-492.4423063,-829.8808008,-326.7788729,-309.7823264,-546.6477069,-290.2351525,-178.189053,-312.3334247,-485.679241,-205.3702153,-193.5311842,-291.0403212,-763.0807306,-447.8401098,-277.931295,-366.2034282,-315.3308879,-265.6510496,-266.9030748,-191.9831476
66,-354.0508757,-250.4659492,-349.4996434,-195.3868793,-387.3509686,-315.9004606,-510.2723419,-844.5669684,-300.0516416,-220.8043297,-511.6756991,-178.662039,-331.7171461,-552.3392723,-365.0933698,-377.7047074,-174.3265777,-222.0573161,-584.5621742,-418.0211023,-174.456028,-334.3620504,-235.3800602,-305.6673283,-214.5673004,-217.3104932
67,-256.482706,-165.2139214,-220.0598461,-229.2135266,-237.9884178,-212.1320426,-585.9168569,-544.6128822,-283.4790837,-206.8597788,-652.8553283,-231.8042003,-369.1918613,-351.288098,-439.9037301,-191.6855646,-444.4522481,-293.5507329,-529.353065,-202.6627906,-191.9348235,-306.7625759,-304.5342642,-243.7913997,-193.8580182,-258.2095731
68,-161.6971881,-339.183089,-254.773531,-290.9417779,-333.0641793,-273.6997727,-404.1738999,-337.8774252,-323.2301113,-272.6908796,-559.8889027,-336.2241579,-202.5609625,-465.696742,-210.8455665,-222.634894,-334.2811082,-167.4497964,-161.1089054,-247.7018811,-286.9742254,-406.8550786,-236.2317502,-338.2755765,-275.3917369,-314.5456189
69,-300.2867823,-435.9974244,-281.6670294,-154.4433169,-194.5655041,-376.2886417,-459.6028902,-390.7268571,-285.6250094,-163.9554211,-505.6125062,-192.5356113,-200.3437216,-387.6934032,-411.0861294,-225.6915378,-308.9441031,-352.4648405,-134.4249301,-245.8869505,-195.2698081,-305.189955,-356.6688239,-272.8848309,-338.2652462,-197.092172
70,-242.2115157,-161.9972354,-205.0909829,-343.7035842,-173.5702019,-152.623329,-312.0040795,-587.2932454,-330.5896437,-239.2193076,-456.0952206,-181.3994208,-267.8555533,-187.6993838,-358.2700272,-370.4511179,-193.7637298,-466.2707765,-160.6565825,-260.3985758,-307.3263317,-286.6032815,-410.9839743,-226.3001119,-329.4268107,-228.3990814
71,-193.6714885,-410.2703692,-226.9152081,-248.5523427,-354.4764025,-295.3380475,-316.9313331,-678.0534093,-315.6837942,-224.6449053,-523.7413631,-690.1519882,-292.4200062,-160.6680057,-365.6658437,-267.9276155,-293.1888683,-440.4300592,-244.3292412,-227.064462,-190.2384214,-310.3265379,-349.955782,-252.0272403,-192.808709,-227.9901018
72,-161.4931092,-331.7188582,-247.6251108,-214.6227263,-141.5292692,-313.5811336,-165.6246981,-686.6952759,-612.4114985,-204.2074741,-318.4656134,-885.5875481,-520.1912395,-292.602941,-531.5183397,-355.1567381,-229.297269,-491.2515417,-250.1570889,-289.1653868,-195.8592397,-389.0660118,-238.4776114,-232.0341406,-378.995075,-300.3599736
73,-268.7830095,-386.4684602,-143.742374,-227.3117629,-221.1207289,-311.2046756,-233.3174927,-713.2705181,-217.683308,-203.2819813,-427.983322,-640.4519125,-176.438465,-280.9978692,-357.449795,-240.7010338,-455.5691726,-480.7008214,-329.3494869,-99.68296534,-146.2151204,-576.7634374,-419.8136369,-226.8883808,-354.702303,-177.0456921
74,-226.40674,-498.9613343,-223.5232419,-249.0728473,-174.1944961,-312.7870482,-314.8604077,-786.0272693,-477.8416978,-225.1638097,-504.6171491,-310.0558382,-187.9256819,-224.8827201,-238.6234582,-221.7775898,-230.6285463,-244.258085,-258.377622,-189.3730951,-256.8989031,-317.8954146,-333.2173777,-277.7749771,-197.6466727,-181.6103666
75,-211.876795,-309.5200278,-197.8573244,-320.3491768,-198.1322214,-350.5354381,-186.749299,-807.2308788,-347.4960274,-199.7919585,-442.261686,-274.3804476,-253.5057772,-258.4409273,-373.3085641,-266.5177705,-277.9385433,-345.3913622,-279.5773429,-232.7161067,-191.4425724,-257.921445,-520.7824995,-215.3153586,-346.4535214,-253.5861133
76,-215.3630041,-284.8518162,-241.6588706,-184.7114727,-248.3154016,-228.5433769,-282.5831245,-697.7271347,-213.3526188,-220.710465,-500.6708254,-277.8605107,-352.8509006,-223.4930334,-225.132308,-173.8032067,-345.4446313,-359.8532746,-217.3439753,-392.1440184,-236.5562498,-340.7977743,-397.0586876,-266.3753746,-283.1670893,-187.9803465
77,-479.2939632,-428.929937,-295.0304761,-232.0289339,-220.2578367,-239.8674537,-267.4591339,-726.7236792,-312.4524049,-242.1829334,-492.1747738,-399.3295501,-322.3606392,-221.9167197,-156.9434532,-287.8663102,-268.6953258,-291.3247129,-233.7818852,-355.1894565,-340.2404787,-260.4248675,-296.7018889,-393.5632295,-342.5325937,-226.2554506
78,-445.9681667,-633.591671,-127.0129717,-449.7008767,-205.6838233,-231.3100864,-255.9563368,-589.3732975,-339.0584581,-216.7456405,-234.2203141,-259.5271183,-303.1415755,-202.9073787,-340.0350465,-208.188663,-398.1947356,-316.2798267,-303.2470668,-420.7195559,-265.8431621,-352.5184609,-493.9986342,-313.1847414,-260.30989,-228.8216186
79,-275.1709917,-544.1407615,-207.7469692,-242.3041,-236.7409001,-437.1867266,-213.6155092,-635.3419494,-358.7277743,-170.8654906,-280.6585508,-315.7597272,-324.6833119,-285.1840037,-242.0064216,-460.525228,-209.448222,-440.6998497,-260.8206749,-232.0538152,-307.4180446,-456.7038624,-224.4582545,-215.4688003,-236.2083934,-177.0029155
80,-290.6317742,-574.8699473,-189.2174463,-340.4181339,-314.4926039,-263.6003508,-350.8938414,-678.9313217,-178.8823578,-225.8346316,-425.9526197,-561.3783457,-188.4554233,-257.8560889,-175.9056794,-329.376037,-141.5912584,-487.6858277,-390.4293477,-410.7518247,-242.0131878,-293.8742247,-306.9617481,-289.2352674,-230.2689833,-270.9609636
81,-227.2111848,-404.7363573,-338.6096641,-360.6086581,-231.4787747,-380.1856552,-353.110219,-699.5320451,-165.1877761,-261.2125925,-332.9116607,-595.7369418,-192.0339432,-416.0042149,-191.561536,-479.5045826,-159.1730502,-368.596188,-361.1021137,-268.8351122,-175.5940227,-279.8311924,-331.9205265,-489.8410085,-301.8467574,-224.6211248
82,-273.3033981,-257.1944314,-281.5531446,-390.3109243,-233.2838674,-263.9851606,-270.3737666,-619.0262986,-346.0235275,-224.0370428,-406.1117129,-378.7736202,-187.6606266,-208.1938649,-296.3709129,-221.5690338,-317.0725912,-339.5023322,-233.2998292,-404.6125557,-159.9665177,-354.9656453,-219.1820695,-167.4823823,-276.9524518,-367.8070622
83,-200.7586785,-369.3329498,-279.0543135,-309.6166009,-112.6712107,-279.5289925,-334.2573427,-797.662132,-280.2032941,-143.7754818,-223.0520019,-212.9197315,-200.0841708,-364.8225981,-287.141636,-323.9229853,-173.8226634,-412.0806734,-580.0833744,-403.4804513,-222.4549155,-493.1943221,-417.729497,-470.3539179,-183.7534639,-310.1607001
84,-250.2590817,-463.7259611,-202.0346034,-312.787172,-337.8951452,-346.9696888,-581.1319766,-597.2326884,-294.6214582,-140.9158504,-204.4263678,-225.487706,-291.2287646,-294.57732,-338.3516867,-359.1104224,-234.8552403,-188.3772541,-315.590078,-473.8221595,-224.8689711,-440.59876,-339.473969,-388.5484573,-133.9724368,-283.5862578
85,-259.6282236,-493.4191018,-205.5998421,-358.3557139,-173.3001722,-292.2397214,-635.4419331,-415.6787559,-695.2072676,-215.7077556,-333.6641195,-194.1060285,-237.2759114,-279.480965,-268.3989202,-272.9660272,-207.487838,-401.5918812,-510.0434437,-255.2122272,-504.9382171,-235.778788,-324.4357654,-420.6269861,-169.4108696,-347.9421774
86,-294.0549862,-474.0142611,-233.5328178,-261.4558731,-311.172751,-183.808337,-251.7668034,-603.5184148,-292.8290522,-267.782527,-285.7280307,-371.0897925,-229.4806041,-256.8750366,-540.5932548,-237.245265,-247.7730329,-205.489099,-440.4983636,-338.8130385,-112.5808884,-221.4735288,-280.3261159,-471.6945428,-216.4123751,-240.5505549
87,-197.0415672,-812.6577803,-299.2418866,-256.6415166,-289.8566903,-279.7287396,-350.5682401,-636.0097721,-292.1370547,-274.7186879,-255.1314039,-244.9255368,-299.1535653,-495.0947796,-369.3461491,-407.5053267,-195.4412283,-327.5010914,-280.9063358,-458.4452106,-189.1395589,-286.6781075,-234.4950927,-229.2686782,-314.0648318,-330.7530071
88,-243.1424528,-393.6247627,-236.396493,-195.3355761,-575.4941254,-329.7942166,-459.1080288,-432.8789336,-317.5493048,-267.2713481,-271.451803,-258.7128544,-251.1672297,-416.5797723,-350.1396405,-428.4228673,-248.9525616,-172.2767828,-347.4978487,-368.6289864,-231.071123,-272.1693453,-222.7523413,-300.2981298,-246.581195,-314.3284296
89,-574.7130819,-696.0040719,-151.8576619,-302.9359626,-445.9864563,-264.4115842,-340.619514,-505.3871417,-233.7397915,-248.6376158,-309.5778733,-291.298324,-646.1175994,-508.1336206,-286.0189113,-360.3635815,-204.4464061,-287.9540918,-181.9693164,-201.0289098,-294.6555498,-242.2059575,-116.3091665,-226.08174,-426.7246738,-304.7703285
90,-466.0282842,-682.2803198,-201.3094926,-268.717766,-252.8270011,-297.0079961,-390.3330312,-521.5386431,-241.5735705,-214.288033,-244.1729339,-397.4349565,-215.4801672,-509.0972375,-312.5802373,-211.1822565,-202.9158728,-346.6315226,-472.4985287,-353.3829509,-239.872177,-158.8504802,-624.8015132,-160.9683851,-132.6182526,-384.9135902
91,-646.1592143,-405.1602842,-277.8751669,-204.1782911,-516.736767,-260.1009945,-254.183913,-422.190302,-202.2944188,-278.7370228,-331.0557243,-324.8597391,-270.9245097,-382.0050715,-274.7767727,-266.2498984,-604.1190143,-239.8264639,-395.7499967,-274.1888634,-222.3423036,-273.8164992,-300.6414248,-497.5498429,-228.8434212,-336.982232
92,-357.4720831,-254.4189811,-160.6784423,-296.7078385,-449.2444735,-129.7002148,-258.2078602,-686.4892393,-257.8471384,-314.4739027,-232.9593502,-179.7268909,-570.3144968,-400.5532242,-225.5184232,-250.8125535,-406.9522572,-489.6121166,-429.5465388,-398.4820378,-292.0124639,-381.2928413,-255.4156956,-242.6109672,-297.6623975,-229.0423531
93,-333.6569491,-346.6902153,-238.6353781,-342.4098313,-274.0618359,-231.6585507,-262.6838982,-137.9016298,-183.4458719,-337.4058379,-321.2203986,-446.6511956,-354.9324049,-347.4670359,-262.5094347,-430.7457995,-202.4705342,-336.8005873,-245.8104801,-237.9078408,-237.3715629,-339.4025939,-129.0820026,-235.5441982,-177.0103193,-209.455795
94,-261.361768,-242.5115817,-204.5727731,-253.6662503,-360.0823358,-511.7138616,-452.0288633,-457.9379283,-372.5684991,-478.0263129,-274.6960227,-433.4416238,-182.9830418,-293.8419387,-208.0798476,-379.7048988,-631.1529799,-262.1433516,-215.8111195,-290.256749,-217.8497449,-342.9145139,-222.1665393,-128.8919981,-437.6557597,-414.7949706
95,-331.923043,-211.6735764,-315.8388748,-419.2739694,-358.181096,-296.5474929,-384.0520088,-727.1039105,-469.699033,-288.8342229,-233.5503721,-330.7069011,-162.7019035,-384.7457314,-331.5839479,-250.5310831,-146.6860348,-449.3230511,-306.1579213,-513.2410784,-207.7297443,-599.5153724,-232.4251794,-311.7155237,-421.5174414,-307.6987946
96,-258.9831583,-248.9439165,-316.403639,-617.4259843,-365.4584088,-772.1606584,-318.5120064,-684.8069257,-234.1872377,-229.3292947,-340.657333,-340.6077962,-228.0293354,-309.3883702,-162.8924749,-314.2789767,-682.1821042,-388.5703508,-260.4562369,-497.8441842,-249.0666417,-780.9579913,-259.5076737,-260.7511026,-422.3116957,-318.5851288
97,-239.1016466,-161.6461751,-190.0746997,-515.6375193,-392.2593898,-271.6147229,-373.1335413,-656.0480485,-277.7203019,-225.7080614,-358.5855515,-215.36975,-317.2647748,-379.2556199,-338.2239114,-336.0831185,-929.6202258,-341.9192932,-525.4915105,-427.1913495,-225.4267291,-702.9721406,-248.5540588,-229.0933065,-497.1167291,-428.1252768
98,-286.0021263,-494.3934398,-125.1416165,-235.7328262,-283.5100297,-581.4649696,-233.8397034,-570.5399529,-371.6324165,-169.9586482,-271.5477934,-410.4776871,-248.925884,-440.9184689,-520.5985525,-288.6157739,-410.0273187,-508.0109654,-869.6518823,-301.6482356,-209.3566283,-794.1825852,-204.9618229,-275.8438135,-417.260506,-282.8667519
99,-143.6376907,-252.5567395,-341.7193752,-211.4390651,-210.143114,-389.1918782,-293.3399135,-493.3207104,-302.4513546,-415.8660789,-241.6752285,-558.3237131,-218.3849254,-371.5529368,-286.0309031,-439.0852702,-537.501668,-431.0806279,-260.013804,-236.6045283,-239.8047418,-694.3221115,-188.329045,-219.8048645,-297.4530682,-177.1764598
100,-240.1679145,-211.1444119,-316.6682306,-142.3198954,-210.9841499,-816.0191827,-317.6284021,-302.3303206,-196.3266819,-177.5403087,-276.6501875,-457.9930457,-223.9336567,-386.1701114,-288.4620596,-284.6597156,-539.1222816,-575.6954762,-677.4892918,-215.3703042,-257.3805668,-995.570677,-220.1153156,-228.0968659,-558.6791914,-334.1536045
101,-286.6628316,-285.5068941,-360.3967174,-221.2550623,-231.0763705,-598.2373534,-317.0690171,-369.5772285,-320.4565338,-497.4096602,-480.5622974,-629.4366657,-284.474283,-458.9960711,-151.769818,-263.6921211,-727.1663517,-685.7880122,-501.2807989,-373.0326618,-248.9101102,-903.9387889,-223.6929746,-293.7440034,-341.8724092,-286.9944244
102,-295.7930964,-254.7719129,-154.7203585,-268.9983146,-215.887773,-594.0741805,-408.8799432,-400.37137,-500.0008953,-334.5436226,-396.1214295,-419.4497876,-236.2936787,-462.2278103,-270.0047338,-515.1591762,-208.0241987,-589.761221,-870.2787263,-240.6268439,-225.4280846,-740.6569306,-190.4491176,-284.8533449,-373.8020836,-208.2957843
103,-412.1038843,-274.5766001,-271.5909921,-156.8176955,-206.129548,-908.4036539,-448.9340568,-892.5576228,-196.1842766,-274.2850834,-271.675765,-485.8372324,-227.4813378,-579.5497955,-145.650122,-493.2452663,-179.6203011,-982.9373186,-640.94425,-292.2076676,-254.1164511,-983.611205,-255.060709,-437.6723279,-541.9831527,-197.663874
104,-257.543777,-292.7294752,-225.761069,-172.7976156,-175.1424482,-708.3625566,-276.5013894,-869.6194412,-313.5137447,-292.1798428,-245.4874517,-751.174185,-236.4654929,-535.7616494,-251.1161353,-381.7149866,-261.1964103,-849.5351773,-910.5606063,-184.112986,-173.472104,-1052.195093,-236.7728773,-119.0069022,-476.3782387,-248.6874793
105,-364.162412,-294.4950915,-290.1720148,-221.0630897,-204.3748503,-542.7371728,-308.1223464,-963.2699298,-374.4662571,-227.0168078,-376.1573189,-378.2373803,-210.7210293,-219.0441129,-246.2503417,-625.6048106,-185.385611,-682.6133963,-753.0174822,-298.8418088,-205.4917774,-820.5299764,-190.3463791,-284.6922142,-1049.813275,-251.7676402
106,-214.6483274,-298.4073302,-210.4280902,-323.0915226,-218.7731912,-761.9076974,-406.02635,-886.0402389,-266.8543748,-270.2684863,-218.9208881,-256.7525415,-273.1983921,-634.6887847,-282.0421056,-241.6863283,-285.2251723,-727.3909555,-905.6014499,-421.6369272,-174.4371587,-1244.111012,-317.9382819,-166.3128747,-480.1312871,-146.2210524
107,-258.7785555,-197.8106735,-170.7820258,-190.2379878,-167.9372211,-516.9355587,-226.1713582,-675.7645595,-383.1921932,-310.4309851,-176.9520145,-248.1132711,-264.0760928,-439.8759825,-712.9279908,-223.60532,-178.8509803,-879.8906149,-860.3632362,-219.6938549,-224.1172157,-705.0804951,-210.4684302,-204.1001905,-519.0527189,-313.1794019
108,-177.7473172,-265.7535739,-194.7970338,-480.3392402,-221.3678934,-619.3384062,-304.2857208,-730.6283429,-452.7356954,-311.3051531,-159.9618353,-275.4199554,-220.4132485,-181.7352043,-211.5020305,-434.9519106,-271.3749615,-400.0673414,-148.283049,-484.8941083,-240.6417567,-940.4329423,-285.6614184,-824.1410777,-592.5814534,-242.5453056
109,-192.4682002,-389.4539701,-216.6377811,-355.1171605,-337.878511,-570.3161949,-300.2636114,-836.1893811,-540.6651547,-283.2938281,-193.8368515,-248.8930882,-220.9744115,-260.4346805,-222.334647,-265.3210494,-234.4329629,-335.6737231,-867.1765934,-506.5485387,-179.4906532,-700.4800203,-273.3460002,-218.6305384,-814.9100306,-348.3336139
110,-278.4138074,-346.7035048,-189.6817265,-742.8950846,-241.2198589,-445.1986796,-150.4555559,-611.6411335,-686.6921221,-210.244111,-419.4232469,-166.3277757,-272.8964561,-464.6383751,-423.1512241,-221.9236618,-224.0125111,-624.2636694,-739.5164465,-502.1099668,-221.2609548,-464.6364561,-177.987716,-406.0241939,-826.8353986,-341.4382314
111,-483.19551,-116.955249,-207.1959296,-270.996403,-142.2082367,-539.2374826,-198.3147506,-564.8273341,-676.5012038,-267.9350646,-301.7967825,-474.6443258,-363.6953848,-363.4591307,-360.2437476,-295.8917582,-141.6067,-984.8809356,-356.8029002,-345.6429286,-244.8496411,-723.0905753,-278.7707743,-474.1345186,-606.6134627,-437.8228589
112,-275.2336038,-313.1317046,-221.8450727,-331.1825217,-441.4651642,-796.4580181,-363.7724548,-591.3410952,-641.9605137,-252.0628062,-277.1326615,-182.5014297,-285.7997649,-709.9193543,-298.4616672,-179.4977216,-190.5725645,-573.8254573,-525.906793,-336.825236,-424.4343528,-739.7595969,-318.6476851,-635.8143637,-320.0058997,-384.4890976
113,-290.8422733,-262.4937797,-240.1673485,-188.4098213,-312.4390195,-689.7154063,-381.0763889,-819.6672001,-673.8744065,-367.294064,-255.2504161,-211.3235488,-155.9171164,-194.063221,-226.2836502,-263.4365221,-247.8032928,-537.0175593,-241.5619766,-604.2687021,-140.1870519,-618.1100995,-256.3180326,-535.4545066,-493.3098692,-283.1396403
114,-187.2422381,-520.0377677,-313.6798925,-274.6807022,-396.8569644,-747.6182839,-363.7144066,-452.7298059,-926.0338874,-222.2262368,-323.6520451,-236.7273662,-223.1757181,-161.778442,-210.5776523,-248.2322414,-300.9747276,-584.6148419,-98.62902039,-443.361254,-194.23817,-865.8561647,-178.628378,-371.3353132,-294.9060952,-215.8105392
115,-147.17001,-476.6746034,-291.3179721,-202.5061946,-450.501715,-808.2247835,-201.3720952,-913.5183011,-751.2923602,-296.3562392,-259.209181,-281.1416632,-274.8522515,-159.3370932,-197.669858,-334.2907861,-156.3265305,-702.4243086,-548.2987644,-413.5041669,-239.6715137,-146.613491,-218.8583609,-416.8275329,-391.573037,-144.6861055
116,-463.1264084,-414.7212939,-238.6112843,-186.54149,-271.3067845,-884.6496548,-282.1517447,-625.7120469,-636.8654217,-296.8657413,-208.8897609,-867.5725492,-352.2674846,-145.3959371,-230.2982466,-177.1280089,-158.70518,-685.2506129,-427.6007504,-477.1957842,-178.7891538,-1002.281549,-174.1233662,-321.3176393,-561.0221238,-159.3330185
117,-320.5048756,-298.2951576,-389.5056275,-169.0304953,-177.437693,-641.1560467,-196.9428342,-392.8013603,-815.0181573,-205.9486956,-389.3826921,-296.3897286,-127.4762666,-256.1340321,-205.8281186,-193.4458066,-217.3103638,-554.1690034,-249.8759031,-183.5567499,-206.0362427,-843.6793255,-328.1026511,-585.2646013,-403.2500414,-205.7705271
118,-247.2467653,-330.4080975,-158.0067494,-420.8430776,-174.0090508,-338.3192284,-314.337437,-338.7148666,-747.2808711,-443.9228235,-227.1190877,-321.1581825,-215.1851083,-289.405126,-255.6046775,-181.0808268,-235.2755915,-576.067074,-370.5891062,-371.2860749,-146.0169352,-632.1310231,-175.7759914,-191.2772028,-316.9721333,-285.7380352
119,-164.777628,-437.7954019,-206.5355088,-222.4640655,-227.5997684,-692.4218919,-332.5323702,-1212.283147,-436.0573215,-269.9504629,-186.4067274,-210.4116607,-369.2740015,-270.3578811,-96.37625723,-183.3585054,-303.5969495,-745.7131429,-251.6322293,-413.4129582,-263.9732026,-622.2207828,-111.5973768,-534.1651638,-407.7775878,-370.6640114
120,-261.052646,-377.3434277,-240.192987,-263.3489904,-426.8088617,-490.5707673,-285.6794754,-682.4344183,-478.29174,-99.65680258,-245.1477961,-276.9706785,-286.7276879,-212.9644603,-397.944371,-236.5039178,-352.6799182,-939.837544,-493.5654823,-546.1036741,-207.8930256,-876.6700941,-198.361605,-198.1326781,-493.9638221,-307.9808921
121,-294.3550686,-328.2793406,-366.8595756,-348.1376654,-498.9090423,-268.2499717,-372.7119036,-866.7357359,-474.5050536,-346.204514,-278.1607506,-212.1153909,-333.5450822,-177.6100592,-192.4304075,-307.6401681,-316.1058255,-629.7295913,-280.6913378,-716.4579746,-213.6994005,-343.0353972,-235.9226647,-234.1316674,-610.6447316,-162.3549883
122,-577.5663989,-297.8877988,-373.7020396,-350.6249963,-194.3286524,-875.5231453,-407.4469028,-283.8141163,-309.9968494,-175.1106179,-307.7387335,-275.7787861,-273.0555655,-255.3911561,-231.5325162,-201.0659761,-296.4285694,-485.2528959,-342.0966163,-823.0129822,-243.260319,-534.3088072,-221.1731991,-284.3421043,-355.4000443,-246.9936816
123,-444.6398641,-437.4073578,-269.4814472,-141.7383212,-153.881841,-491.4342155,-445.7035419,-520.7076244,-342.783603,-255.6960013,-195.8678412,-228.9525597,-289.3369115,-360.5777394,-229.1056557,-189.3989498,-323.246301,-596.0327353,-581.6545907,-722.5011511,-236.2133214,-485.9953063,-236.1107194,-523.4734487,-505.5983952,-227.6748282
124,-209.8850275,-352.1699042,-275.2726499,-207.5753573,-219.4209274,-511.6888332,-361.145762,-1062.156713,-783.6148306,-290.1525542,-167.685496,-180.9963667,-310.3423004,-417.69035,-308.8462961,-195.72323,-243.605484,-443.1885887,-297.1950846,-829.0922937,-191.1708701,-473.8011501,-192.6964053,-341.4890505,-569.8035278,-96.56985776
125,-225.8457068,-269.8026648,-423.9629054,-371.5645364,-249.6481822,-415.0489732,-453.4008282,-563.823547,-541.288299,-237.3336511,-337.4004094,-237.6659534,-444.737337,-162.2411069,-211.0450105,-162.7044182,-247.5884858,-430.0390595,-165.6981026,-918.8158476,-95.39637817,-400.720493,-146.1391923,-263.6462344,-447.2494614,-244.1496015
126,-213.3262224,-374.4570238,-337.662607,-154.8622881,-251.1752551,-706.6613501,-288.2962944,-1006.967933,-660.3395261,-244.1146766,-255.6878001,-303.4463319,-275.3507042,-210.7548358,-259.6585724,-224.0110153,-158.5955626,-694.5918947,-285.6865834,-826.2999365,-248.1169624,-277.0333504,-343.6597758,-400.8490702,-402.8771114,-237.8404252
127,-245.7292836,-342.3445084,-303.2415766,-231.1841234,-226.3977574,-503.7149056,-276.9636765,-979.0157099,-196.8830591,-159.7878674,-409.6121597,-271.0401545,-186.9194254,-254.1745783,-280.3561679,-302.4149161,-172.5145091,-590.4748373,-352.7546904,-777.2522134,-289.6723856,-508.8415574,-340.5432947,-260.0589095,-581.0148059,-190.286191
128,-266.4900913,-466.468622,-801.6294584,-173.1596381,-239.1970103,-650.9053408,-248.8316158,-814.7999671,-362.741568,-144.4934471,-261.6906013,-170.4273243,-249.8974555,-405.6334997,-191.8618056,-211.9367246,-251.078464,-662.7942219,-344.6437216,-903.6587389,-224.061016,-461.3124564,-285.6020135,-383.8498668,-527.8217342,-296.4706116
129,-183.6058435,-457.8536509,-1062.808811,-222.6635748,-490.1016151,-516.5381938,-243.1457158,-554.7164236,-485.6178459,-250.6222052,-493.945022,-148.8191798,-297.8982082,-365.7117394,-258.1579806,-227.0329842,-233.2006207,-380.0519204,-339.6145416,-940.5485737,-174.8391569,-347.3541217,-191.3579471,-345.7079622,-432.4679722,-559.7870778
130,-180.0866863,-433.4705413,-832.4270425,-250.1154526,-591.4108101,-427.6003814,-400.1015894,-1107.249076,-610.6357511,-190.465365,-229.9664844,-284.3212041,-358.9038229,-537.60887,-276.7307043,-256.8938885,-329.8663195,-509.22478,-234.9026451,-439.7264102,-307.1838942,-263.7413247,-241.7923433,-477.8510792,-340.6037109,-356.0841117
131,-161.30363,-241.986232,-431.7794368,-204.8786152,-323.2114503,-780.0995809,-342.4453954,-1284.709691,-823.4668949,-334.6559135,-264.2472754,-247.7517689,-400.5964532,-777.9929593,-216.4951539,-210.3059653,-469.0284648,-749.4452085,-342.8842741,-309.6879138,-288.6025679,-312.9068558,-225.808846,-274.6011144,-412.6122881,-226.2065502
132,-212.8486368,-277.1197594,-717.9176662,-225.1408877,-186.0058213,-714.6291397,-164.4236828,-1178.187552,-383.0278302,-303.3895227,-249.7194137,-220.959582,-277.9521077,-877.3367499,-260.6011246,-190.6870527,-482.1382128,-554.5641112,-161.1733831,-387.7972539,-398.53624,-292.9040373,-438.7035659,-443.3360707,-296.5072168,-254.724447
